order_id,guest_id,order_status,order_total,shipping_cost,fulfillment_center_id,shipping_lat,shipping_lon,estimated_delivery,actual_delivery,social_source_id,demand_score,created_at,updated_at
22456,3523,completed,1199.89,0,239,,,,,23810,87.77,2026-07-26T10:24:58Z,2026-09-17T13:44:09Z
22457,2765,completed,969.91,0,240,,,,,,10.94,2026-08-27T21:12:17Z,2026-09-17T13:44:09Z
22458,3114,completed,99.99,0,233,,,,,,51.23,2026-08-11T10:27:13Z,2026-09-17T13:44:09Z
22459,2966,cancelled,946.91,0,221,,,,,25948,66.3,2026-09-09T22:25:37Z,2026-09-17T13:44:09Z
22460,2328,pending,452.94,0,,,,,,24010,17.76,2026-08-15T17:01:22Z,2026-09-17T13:44:09Z
22461,2959,confirmed,1856.95,0,236,,,,,,89.83,2026-08-05T16:35:00Z,2026-09-17T13:44:09Z
22462,3021,processing,359.98,7.99,244,,,,,,30.89,2026-08-03T11:15:00Z,2026-09-17T13:44:09Z
22463,3346,routed,513.9,7.99,245,,,,,,81.79,2026-08-13T05:43:00Z,2026-09-17T13:44:09Z
22464,3589,completed,489.96,7.99,249,,,,,,68.41,2026-07-24T11:37:44Z,2026-09-17T13:44:09Z
22465,3340,completed,1538.93,7.99,242,,,,,,63.57,2026-08-31T12:49:46Z,2026-09-17T13:44:09Z
22466,3445,completed,659.94,7.99,242,,,,,,89.24,2026-09-12T06:26:36Z,2026-09-17T13:44:09Z
22467,3877,cancelled,1595.9,7.99,250,,,,,,37.97,2026-08-21T11:27:23Z,2026-09-17T13:44:09Z
22468,3933,pending,3319.96,7.99,,,,,,,23.8,2026-08-11T17:52:35Z,2026-09-17T13:44:09Z
22469,3393,confirmed,2504.89,0,230,,,,,23101,45.57,2026-09-07T17:36:33Z,2026-09-17T13:44:09Z
22470,3067,processing,8894.95,14.99,221,,,,,,36.43,2026-08-07T19:19:22Z,2026-09-17T13:44:09Z
22471,3231,routed,639.94,0,226,,,,,,86.24,2026-08-18T03:59:50Z,2026-09-17T13:44:09Z
22472,3523,completed,679.94,7.99,226,,,,,,14.55,2026-08-20T23:05:25Z,2026-09-17T13:44:09Z
22473,3280,completed,599.98,0,244,,,,,,43.6,2026-08-25T06:30:42Z,2026-09-17T13:44:09Z
22474,2751,completed,799.95,7.99,241,,,,,,50.99,2026-09-02T13:43:53Z,2026-09-17T13:44:09Z
22475,2481,cancelled,4499.97,7.99,245,,,,,,60.15,2026-08-24T06:58:23Z,2026-09-17T13:44:09Z
22476,3789,pending,1201.96,7.99,,,,,,,45.06,2026-08-03T19:58:44Z,2026-09-17T13:44:09Z
22477,3860,confirmed,439.96,7.99,225,,,,,,35.66,2026-09-05T23:30:17Z,2026-09-17T13:44:09Z
22478,3993,processing,249.97,0,238,,,,,25965,86.21,2026-07-25T21:23:41Z,2026-09-17T13:44:09Z
22479,3559,routed,4028.93,14.99,239,,,,,,26.27,2026-08-11T02:20:56Z,2026-09-17T13:44:09Z
22480,2942,completed,379.97,0,230,,,,,,78.34,2026-09-02T00:49:38Z,2026-09-17T13:44:09Z
22481,4122,completed,1441.91,0,231,,,,,,51.93,2026-07-30T12:07:05Z,2026-09-17T13:44:09Z
22482,2866,completed,1109.94,7.99,248,,,,,,62.87,2026-07-31T18:18:54Z,2026-09-17T13:44:09Z
22483,3811,cancelled,1409.93,14.99,230,,,,,,54.28,2026-08-29T04:40:17Z,2026-09-17T13:44:09Z
22484,2736,pending,934.95,0,,,,,,,44.18,2026-09-08T01:10:52Z,2026-09-17T13:44:09Z
22485,3759,confirmed,578.94,0,244,,,,,,87.9,2026-07-21T06:11:57Z,2026-09-17T13:44:09Z
22486,3926,processing,139.95,7.99,238,,,,,,37.09,2026-08-16T17:18:54Z,2026-09-17T13:44:09Z
22487,3674,routed,474.94,0,227,,,,,25597,80.24,2026-09-10T06:44:38Z,2026-09-17T13:44:09Z
22488,4130,completed,509.97,0,234,,,,,,62.11,2026-07-24T09:08:07Z,2026-09-17T13:44:09Z
22489,3492,completed,12689.91,14.99,224,,,,,,36.04,2026-08-28T11:39:45Z,2026-09-17T13:44:09Z
22490,2767,completed,2259.87,7.99,244,,,,,,11.69,2026-09-05T09:25:59Z,2026-09-17T13:44:09Z
22491,3860,cancelled,499.98,0,247,,,,,,38.87,2026-09-02T15:02:06Z,2026-09-17T13:44:09Z
22492,2953,pending,83.97,7.99,,,,,,25906,12.79,2026-08-16T13:52:14Z,2026-09-17T13:44:09Z
22493,3478,confirmed,1074.96,0,244,,,,,,77.71,2026-08-23T17:19:35Z,2026-09-17T13:44:09Z
22494,3877,processing,139.98,0,243,,,,,26318,10.27,2026-07-31T00:48:20Z,2026-09-17T13:44:09Z
22495,3125,routed,441.93,7.99,246,,,,,23075,40.72,2026-09-11T19:48:51Z,2026-09-17T13:44:09Z
22496,3666,completed,1704.9,0,229,,,,,24471,50.91,2026-07-24T04:10:23Z,2026-09-17T13:44:09Z
22497,2446,completed,1229.93,7.99,227,,,,,,15.37,2026-08-30T09:07:14Z,2026-09-17T13:44:09Z
22498,2564,completed,1744.96,7.99,227,,,,,,41.82,2026-08-14T21:16:56Z,2026-09-17T13:44:09Z
22499,3735,cancelled,116.97,7.99,236,,,,,,60.9,2026-09-04T18:57:20Z,2026-09-17T13:44:09Z
22500,2620,pending,6679.89,14.99,,,,,,,44.85,2026-07-25T15:50:49Z,2026-09-17T13:44:09Z
22501,2685,confirmed,689.92,7.99,238,,,,,,68.81,2026-08-18T22:19:03Z,2026-09-17T13:44:09Z
22502,3384,processing,4369.96,0,230,,,,,,76.67,2026-08-20T23:23:36Z,2026-09-17T13:44:09Z
22503,4101,routed,104.97,7.99,230,,,,,,94.37,2026-09-07T11:16:41Z,2026-09-17T13:44:09Z
22504,2959,completed,179.98,14.99,227,,,,,24463,86.28,2026-08-12T05:45:14Z,2026-09-17T13:44:09Z
22505,2860,completed,89.99,7.99,225,,,,,,12.25,2026-09-10T22:00:37Z,2026-09-17T13:44:09Z
22506,3917,completed,5504.93,0,248,,,,,23599,43.72,2026-08-07T22:34:45Z,2026-09-17T13:44:09Z
22507,3127,cancelled,249.95,0,241,,,,,25716,11.62,2026-08-26T11:08:58Z,2026-09-17T13:44:09Z
22508,2814,pending,3264.92,0,,,,,,,79.59,2026-08-06T21:56:07Z,2026-09-17T13:44:09Z
22509,3389,confirmed,3027.89,7.99,235,,,,,24535,17.67,2026-07-21T00:43:33Z,2026-09-17T13:44:09Z
22510,2485,processing,1884.92,7.99,236,,,,,22548,44.48,2026-07-23T02:18:34Z,2026-09-17T13:44:09Z
22511,3821,routed,704.97,7.99,229,,,,,,28.81,2026-08-05T17:34:26Z,2026-09-17T13:44:09Z
22512,2705,completed,959.94,7.99,250,,,,,,45.92,2026-08-18T12:19:02Z,2026-09-17T13:44:09Z
22513,3146,completed,599.95,0,240,,,,,,90.64,2026-08-30T20:32:17Z,2026-09-17T13:44:09Z
22514,2710,completed,1031.89,7.99,231,,,,,23483,88.58,2026-09-12T17:41:11Z,2026-09-17T13:44:09Z
22515,4059,cancelled,3709.89,14.99,221,,,,,,70.69,2026-09-11T03:27:32Z,2026-09-17T13:44:09Z
22516,3782,pending,509.94,14.99,,,,,,23145,40.45,2026-08-15T16:16:32Z,2026-09-17T13:44:09Z
22517,3019,confirmed,992.93,0,226,,,,,,93.93,2026-09-10T21:08:27Z,2026-09-17T13:44:09Z
22518,3008,processing,899.98,0,241,,,,,22443,63.45,2026-09-05T11:09:49Z,2026-09-17T13:44:09Z
22519,2783,routed,843.91,0,245,,,,,,87.96,2026-08-27T08:00:37Z,2026-09-17T13:44:09Z
22520,3051,completed,399.98,7.99,237,,,,,,62.27,2026-09-13T08:14:19Z,2026-09-17T13:44:09Z
22521,4144,completed,1339.94,7.99,226,,,,,,60.73,2026-08-10T00:35:33Z,2026-09-17T13:44:09Z
22522,3641,completed,912.96,7.99,250,,,,,,76.14,2026-08-23T08:50:15Z,2026-09-17T13:44:09Z
22523,3065,cancelled,1154.88,0,238,,,,,,69.36,2026-07-28T11:56:38Z,2026-09-17T13:44:09Z
22524,3846,pending,359.97,7.99,,,,,,,86.49,2026-08-14T23:29:24Z,2026-09-17T13:44:09Z
22525,4008,confirmed,1419.91,0,241,,,,,,80.73,2026-08-22T21:27:16Z,2026-09-17T13:44:09Z
22526,3395,processing,1599.98,14.99,242,,,,,24465,93.46,2026-08-17T05:26:08Z,2026-09-17T13:44:09Z
22527,2241,routed,624.97,7.99,225,,,,,,37.38,2026-09-12T03:11:01Z,2026-09-17T13:44:09Z
22528,3266,completed,205.95,7.99,238,,,,,24757,24.27,2026-08-01T11:09:52Z,2026-09-17T13:44:09Z
22529,4086,completed,2479.94,14.99,227,,,,,,31.2,2026-09-08T05:28:56Z,2026-09-17T13:44:09Z
22530,3084,completed,464.95,7.99,241,,,,,,17.86,2026-09-17T06:10:01Z,2026-09-17T13:44:09Z
22531,3409,cancelled,1639.93,7.99,240,,,,,26082,45.49,2026-09-04T23:07:48Z,2026-09-17T13:44:09Z
22532,2618,pending,543.96,0,,,,,,,89.72,2026-08-29T21:43:10Z,2026-09-17T13:44:09Z
22533,2735,confirmed,624.94,14.99,233,,,,,26394,38.05,2026-08-24T03:11:48Z,2026-09-17T13:44:09Z
22534,2422,processing,2499.99,14.99,226,,,,,,53.26,2026-08-15T05:41:47Z,2026-09-17T13:44:09Z
22535,2696,routed,899.88,7.99,244,,,,,22890,18.92,2026-08-07T08:27:30Z,2026-09-17T13:44:09Z
22536,2870,completed,1716.9,0,224,,,,,,79.38,2026-09-14T15:39:12Z,2026-09-17T13:44:09Z
22537,3598,completed,879.97,0,235,,,,,,68.82,2026-07-20T08:03:09Z,2026-09-17T13:44:09Z
22538,2928,completed,883.88,14.99,226,,,,,,35.86,2026-07-31T16:17:50Z,2026-09-17T13:44:09Z
22539,2971,cancelled,7349.91,7.99,230,,,,,,24.64,2026-08-17T11:47:30Z,2026-09-17T13:44:09Z
22540,3236,pending,214.97,7.99,,,,,,,94.78,2026-09-12T13:02:12Z,2026-09-17T13:44:09Z
22541,2737,confirmed,5283.91,7.99,232,,,,,,31.72,2026-07-28T02:36:05Z,2026-09-17T13:44:09Z
22542,3911,processing,1629.96,0,225,,,,,,83.8,2026-09-12T20:12:18Z,2026-09-17T13:44:09Z
22543,4165,routed,1313.92,0,224,,,,,,86.6,2026-08-30T03:37:27Z,2026-09-17T13:44:09Z
22544,2289,completed,1136.9,7.99,223,,,,,27149,38.34,2026-08-24T00:11:35Z,2026-09-17T13:44:09Z
22545,3342,completed,854.92,0,227,,,,,,58.29,2026-09-04T07:47:00Z,2026-09-17T13:44:09Z
22546,2472,completed,4434.96,7.99,222,,,,,,88.04,2026-07-26T21:25:29Z,2026-09-17T13:44:09Z
22547,4099,cancelled,89.97,14.99,237,,,,,,28.33,2026-08-22T00:12:44Z,2026-09-17T13:44:09Z
22548,4054,pending,1956.93,7.99,,,,,,23821,80.49,2026-08-22T07:42:59Z,2026-09-17T13:44:09Z
22549,3997,confirmed,2467.9,7.99,222,,,,,,37.11,2026-07-28T05:04:55Z,2026-09-17T13:44:09Z
22550,4112,processing,1249.94,14.99,224,,,,,24608,34.54,2026-07-25T20:43:42Z,2026-09-17T13:44:09Z
22551,3946,routed,260.93,0,226,,,,,,74.66,2026-08-01T21:37:01Z,2026-09-17T13:44:09Z
22552,3913,completed,1338.92,7.99,247,,,,,,51.19,2026-08-03T15:27:32Z,2026-09-17T13:44:09Z
22553,2866,completed,699.95,14.99,250,,,,,,61.78,2026-08-23T18:34:58Z,2026-09-17T13:44:09Z
22554,4098,completed,12219.87,7.99,225,,,,,,79.92,2026-07-31T04:25:17Z,2026-09-17T13:44:09Z
22555,2665,cancelled,529.96,0,238,,,,,24499,21.9,2026-09-04T05:55:43Z,2026-09-17T13:44:09Z
22556,3539,pending,74.97,7.99,,,,,,,20.97,2026-08-11T20:30:07Z,2026-09-17T13:44:09Z
22557,2662,confirmed,2976.9,7.99,234,,,,,,14.97,2026-07-21T18:33:07Z,2026-09-17T13:44:09Z
22558,3788,processing,49.98,7.99,236,,,,,,61.53,2026-09-02T01:30:15Z,2026-09-17T13:44:09Z
22559,2333,routed,929.92,14.99,244,,,,,25797,83.2,2026-08-14T20:28:54Z,2026-09-17T13:44:09Z
22560,3218,completed,304.96,7.99,226,,,,,,55.88,2026-09-16T18:21:18Z,2026-09-17T13:44:09Z
22561,3552,completed,1819.97,7.99,233,,,,,,59.27,2026-08-24T23:53:21Z,2026-09-17T13:44:09Z
22562,2321,completed,2696.88,0,230,,,,,,32.69,2026-09-02T02:40:40Z,2026-09-17T13:44:09Z
22563,3779,cancelled,304.98,7.99,247,,,,,,57.82,2026-09-12T05:18:54Z,2026-09-17T13:44:09Z
22564,3184,pending,926.95,7.99,,,,,,,14.45,2026-09-15T07:35:34Z,2026-09-17T13:44:09Z
22565,2545,confirmed,849.97,7.99,221,,,,,,48.15,2026-09-17T08:21:00Z,2026-09-17T13:44:09Z
22566,2986,processing,269.94,7.99,228,,,,,,24.69,2026-07-28T08:58:20Z,2026-09-17T13:44:09Z
22567,2667,routed,119.98,7.99,223,,,,,,32.98,2026-08-04T10:34:35Z,2026-09-17T13:44:09Z
22568,3746,completed,387.95,14.99,234,,,,,,50.84,2026-08-12T18:33:34Z,2026-09-17T13:44:09Z
22569,4078,completed,1059.93,7.99,222,,,,,,92.38,2026-08-22T12:42:54Z,2026-09-17T13:44:09Z
22570,3862,completed,917.93,0,234,,,,,,12.99,2026-08-11T10:37:06Z,2026-09-17T13:44:09Z
22571,3743,cancelled,1503.89,0,240,,,,,23205,90.52,2026-07-29T11:40:13Z,2026-09-17T13:44:09Z
22572,2614,pending,645.92,7.99,,,,,,,33.06,2026-08-28T06:38:22Z,2026-09-17T13:44:09Z
22573,3221,confirmed,513.95,0,221,,,,,23085,54.94,2026-07-24T11:32:19Z,2026-09-17T13:44:09Z
22574,2314,processing,354.97,7.99,234,,,,,,18.44,2026-09-16T02:37:21Z,2026-09-17T13:44:09Z
22575,3512,routed,799.92,14.99,226,,,,,,90.82,2026-08-13T19:34:58Z,2026-09-17T13:44:09Z
22576,4051,completed,389.97,7.99,230,,,,,,23.32,2026-07-20T06:28:38Z,2026-09-17T13:44:09Z
22577,3984,completed,2849.91,14.99,235,,,,,,61.15,2026-07-22T02:34:38Z,2026-09-17T13:44:09Z
22578,4077,completed,2269.97,14.99,245,,,,,,10.14,2026-07-29T11:08:54Z,2026-09-17T13:44:09Z
22579,2241,cancelled,1289.94,0,232,,,,,,86.76,2026-08-14T19:57:37Z,2026-09-17T13:44:09Z
22580,4079,pending,2279.93,14.99,,,,,,24720,56.63,2026-07-23T02:42:59Z,2026-09-17T13:44:09Z
22581,3051,confirmed,485.96,0,226,,,,,23238,58.72,2026-08-06T07:10:45Z,2026-09-17T13:44:09Z
22582,3999,processing,4789.94,7.99,237,,,,,24444,92.01,2026-08-10T03:42:32Z,2026-09-17T13:44:09Z
22583,3978,routed,48.99,7.99,244,,,,,25816,75.1,2026-08-18T23:56:22Z,2026-09-17T13:44:09Z
22584,2662,completed,1289.93,7.99,231,,,,,26482,29.06,2026-08-29T02:42:38Z,2026-09-17T13:44:09Z
22585,2386,completed,749.94,14.99,229,,,,,,59.87,2026-08-27T23:47:59Z,2026-09-17T13:44:09Z
22586,2816,completed,1379.88,7.99,236,,,,,,82.61,2026-08-07T04:14:05Z,2026-09-17T13:44:09Z
22587,2506,cancelled,1489.91,7.99,221,,,,,,58.84,2026-09-06T11:08:20Z,2026-09-17T13:44:09Z
22588,3177,pending,2672.93,7.99,,,,,,,28.61,2026-08-12T11:07:55Z,2026-09-17T13:44:09Z
22589,3224,confirmed,89.98,7.99,231,,,,,26660,64.46,2026-08-01T15:51:33Z,2026-09-17T13:44:09Z
22590,2657,processing,2389.93,7.99,241,,,,,,32.47,2026-09-14T19:52:28Z,2026-09-17T13:44:09Z
22591,2673,routed,964.95,0,246,,,,,24982,75.9,2026-07-21T15:22:00Z,2026-09-17T13:44:09Z
22592,3023,completed,914.97,14.99,237,,,,,,84.46,2026-08-21T10:05:52Z,2026-09-17T13:44:09Z
22593,2846,completed,1641.9,7.99,243,,,,,,53.15,2026-07-31T09:48:19Z,2026-09-17T13:44:09Z
22594,2871,completed,1153.97,7.99,245,,,,,,31.82,2026-09-08T14:12:10Z,2026-09-17T13:44:09Z
22595,3780,cancelled,107.98,7.99,227,,,,,,67.52,2026-09-10T11:50:30Z,2026-09-17T13:44:09Z
22596,3044,pending,8929.91,7.99,,,,,,,80.57,2026-08-10T11:42:22Z,2026-09-17T13:44:09Z
22597,2360,confirmed,529.98,7.99,233,,,,,,62.17,2026-08-18T03:27:08Z,2026-09-17T13:44:09Z
22598,3254,processing,149.97,7.99,221,,,,,,82.19,2026-07-24T08:49:07Z,2026-09-17T13:44:09Z
22599,3882,routed,399.99,7.99,224,,,,,,15.06,2026-09-17T05:28:00Z,2026-09-17T13:44:09Z
22600,2430,completed,838.95,14.99,235,,,,,26738,18.32,2026-09-09T00:00:08Z,2026-09-17T13:44:09Z
22601,2243,completed,518.96,7.99,235,,,,,,15.44,2026-08-18T06:58:07Z,2026-09-17T13:44:09Z
22602,2816,completed,1767.94,7.99,224,,,,,,69.06,2026-08-26T17:09:19Z,2026-09-17T13:44:09Z
22603,3665,cancelled,44.99,0,234,,,,,24000,72.63,2026-07-30T00:07:18Z,2026-09-17T13:44:09Z
22604,4108,pending,429.98,7.99,,,,,,,18.64,2026-08-24T03:21:17Z,2026-09-17T13:44:09Z
22605,3424,confirmed,2049.91,0,240,,,,,,58.92,2026-08-07T06:38:08Z,2026-09-17T13:44:09Z
22606,2906,processing,1119.92,0,248,,,,,22639,77.67,2026-08-04T22:34:37Z,2026-09-17T13:44:09Z
22607,2337,routed,559.97,14.99,222,,,,,25437,85.51,2026-08-22T00:51:27Z,2026-09-17T13:44:09Z
22608,4078,completed,1139.94,7.99,224,,,,,,78.05,2026-08-28T19:57:00Z,2026-09-17T13:44:09Z
22609,3656,completed,179.98,14.99,232,,,,,,79.33,2026-08-26T16:15:44Z,2026-09-17T13:44:09Z
22610,2716,completed,468.94,0,224,,,,,,39.34,2026-08-28T16:10:36Z,2026-09-17T13:44:09Z
22611,3085,cancelled,599.97,14.99,225,,,,,,15.2,2026-08-05T17:40:46Z,2026-09-17T13:44:09Z
22612,2652,pending,939.95,14.99,,,,,,,60.66,2026-08-27T04:47:16Z,2026-09-17T13:44:09Z
22613,2527,confirmed,2934.99,7.99,232,,,,,,36.56,2026-08-23T23:13:11Z,2026-09-17T13:44:09Z
22614,3876,processing,5389.89,7.99,232,,,,,,65.3,2026-08-12T01:17:25Z,2026-09-17T13:44:09Z
22615,3931,routed,2539.95,7.99,244,,,,,23478,56.77,2026-08-18T20:36:39Z,2026-09-17T13:44:09Z
22616,3053,completed,969.93,0,242,,,,,27075,61.48,2026-08-11T07:46:52Z,2026-09-17T13:44:09Z
22617,3834,completed,344.94,7.99,223,,,,,,61.38,2026-09-10T04:11:38Z,2026-09-17T13:44:09Z
22618,3887,completed,369.95,14.99,239,,,,,23540,67.62,2026-08-17T23:12:40Z,2026-09-17T13:44:09Z
22619,2313,cancelled,79.99,7.99,241,,,,,,85.24,2026-08-20T03:35:05Z,2026-09-17T13:44:09Z
22620,3384,pending,243.93,0,,,,,,,70.9,2026-08-25T17:19:07Z,2026-09-17T13:44:09Z
22621,3448,confirmed,529.92,0,227,,,,,,93.13,2026-08-21T08:24:59Z,2026-09-17T13:44:09Z
22622,3658,processing,425,0,227,,,,,24928,79.09,2026-08-03T00:55:49Z,2026-09-17T13:44:09Z
22623,2954,routed,547.95,14.99,244,,,,,,85.94,2026-09-02T12:25:24Z,2026-09-17T13:44:09Z
22624,3398,completed,979.89,14.99,249,,,,,26619,45.6,2026-08-12T00:38:01Z,2026-09-17T13:44:09Z
22625,3106,completed,1729.97,7.99,228,,,,,,33.64,2026-09-06T10:16:20Z,2026-09-17T13:44:09Z
22626,3740,completed,729.96,7.99,239,,,,,,15.27,2026-08-19T23:12:03Z,2026-09-17T13:44:09Z
22627,3992,cancelled,1469.94,7.99,236,,,,,,15.56,2026-08-15T14:01:19Z,2026-09-17T13:44:09Z
22628,3386,pending,5726.92,0,,,,,,,36.62,2026-08-24T02:48:02Z,2026-09-17T13:44:09Z
22629,3373,confirmed,1644.87,7.99,233,,,,,25207,76.74,2026-09-09T15:47:42Z,2026-09-17T13:44:09Z
22630,4061,processing,5269.91,0,224,,,,,,80.89,2026-08-05T05:19:01Z,2026-09-17T13:44:09Z
22631,2396,routed,491.96,0,244,,,,,23802,70.92,2026-08-18T19:14:34Z,2026-09-17T13:44:09Z
22632,3047,completed,1134.89,0,223,,,,,,44.85,2026-08-13T03:52:11Z,2026-09-17T13:44:09Z
22633,3879,completed,747.93,7.99,235,,,,,,88.19,2026-09-07T21:01:05Z,2026-09-17T13:44:09Z
22634,4147,completed,689.93,7.99,233,,,,,27026,67.99,2026-08-12T21:10:02Z,2026-09-17T13:44:09Z
22635,2393,cancelled,1349.97,0,228,,,,,,91.63,2026-08-01T08:34:50Z,2026-09-17T13:44:09Z
22636,2459,pending,589.95,0,,,,,,,18.35,2026-08-12T17:52:38Z,2026-09-17T13:44:09Z
22637,2307,confirmed,1739.94,0,244,,,,,,85.32,2026-09-14T13:31:55Z,2026-09-17T13:44:09Z
22638,3250,processing,1514.92,14.99,234,,,,,25381,37.17,2026-07-23T10:42:55Z,2026-09-17T13:44:09Z
22639,3020,routed,179.97,7.99,246,,,,,,33.15,2026-08-30T06:33:16Z,2026-09-17T13:44:09Z
22640,3695,completed,1392.88,7.99,243,,,,,,94.82,2026-08-23T11:53:26Z,2026-09-17T13:44:09Z
22641,3428,completed,149.97,0,248,,,,,,55.04,2026-07-30T15:25:07Z,2026-09-17T13:44:09Z
22642,2821,completed,8466.87,7.99,232,,,,,,56.68,2026-08-27T21:11:42Z,2026-09-17T13:44:09Z
22643,4091,cancelled,8969.92,0,238,,,,,22672,87.53,2026-07-26T01:05:18Z,2026-09-17T13:44:09Z
22644,3163,pending,3450.91,7.99,,,,,,,39.71,2026-09-15T13:28:35Z,2026-09-17T13:44:09Z
22645,3890,confirmed,139.96,0,223,,,,,,75.82,2026-08-19T06:00:29Z,2026-09-17T13:44:09Z
22646,2403,processing,2329.89,7.99,234,,,,,23520,32.65,2026-08-02T13:58:03Z,2026-09-17T13:44:09Z
22647,2622,routed,179.98,7.99,231,,,,,22311,35.75,2026-08-27T05:29:26Z,2026-09-17T13:44:09Z
22648,2772,completed,319.97,0,234,,,,,25689,56.86,2026-07-19T15:14:05Z,2026-09-17T13:44:09Z
22649,2740,completed,1849.91,0,241,,,,,,37.14,2026-07-27T23:57:40Z,2026-09-17T13:44:09Z
22650,4123,completed,1273.92,7.99,244,,,,,,71.38,2026-08-22T12:54:27Z,2026-09-17T13:44:09Z
22651,2229,cancelled,1014.95,0,241,,,,,,59.72,2026-08-20T20:20:49Z,2026-09-17T13:44:09Z
22652,4176,pending,1074.92,0,,,,,,,20.48,2026-08-03T16:32:12Z,2026-09-17T13:44:09Z
22653,3967,confirmed,1319.9,0,237,,,,,,55.56,2026-09-02T20:51:42Z,2026-09-17T13:44:09Z
22654,2284,processing,254.96,7.99,241,,,,,23011,58.42,2026-08-25T22:08:35Z,2026-09-17T13:44:09Z
22655,2415,routed,849.96,14.99,221,,,,,,71.23,2026-08-15T11:07:48Z,2026-09-17T13:44:09Z
22656,3718,completed,1313.93,7.99,238,,,,,24671,25.61,2026-08-07T06:03:00Z,2026-09-17T13:44:09Z
22657,3374,completed,554.94,7.99,241,,,,,,27.33,2026-09-11T08:05:55Z,2026-09-17T13:44:09Z
22658,2259,completed,2282.91,14.99,224,,,,,,16.44,2026-09-13T11:37:50Z,2026-09-17T13:44:09Z
22659,4198,cancelled,2029.92,0,236,,,,,,34.73,2026-08-07T21:38:34Z,2026-09-17T13:44:09Z
22660,2468,pending,7599.95,7.99,,,,,,,40.39,2026-08-17T10:26:33Z,2026-09-17T13:44:09Z
22661,2636,confirmed,825,7.99,241,,,,,,55.18,2026-07-20T09:25:33Z,2026-09-17T13:44:09Z
22662,3225,processing,659.98,0,224,,,,,,68.51,2026-09-08T08:10:12Z,2026-09-17T13:44:09Z
22663,3247,routed,1299.96,14.99,243,,,,,,52.44,2026-08-30T00:23:27Z,2026-09-17T13:44:09Z
22664,3377,completed,717.92,7.99,224,,,,,,77.28,2026-08-05T06:04:07Z,2026-09-17T13:44:09Z
22665,3692,completed,1455.88,0,226,,,,,25490,72.95,2026-07-20T16:36:54Z,2026-09-17T13:44:09Z
22666,2992,completed,438.92,7.99,241,,,,,,58.79,2026-09-08T19:31:49Z,2026-09-17T13:44:09Z
22667,3306,cancelled,2859.91,14.99,249,,,,,,60.42,2026-08-12T08:03:05Z,2026-09-17T13:44:09Z
22668,2676,pending,1169.95,0,,,,,,,24.19,2026-08-16T08:47:05Z,2026-09-17T13:44:09Z
22669,3737,confirmed,507.96,7.99,236,,,,,,45.96,2026-09-01T18:56:06Z,2026-09-17T13:44:09Z
22670,4182,processing,442.95,0,229,,,,,23112,60.31,2026-08-13T12:51:14Z,2026-09-17T13:44:09Z
22671,4127,routed,459.95,7.99,243,,,,,,31.32,2026-08-15T00:34:53Z,2026-09-17T13:44:09Z
22672,3560,completed,542.98,7.99,236,,,,,23610,74.5,2026-09-10T07:54:10Z,2026-09-17T13:44:09Z
22673,2418,completed,284.97,7.99,240,,,,,26469,28.54,2026-08-16T23:42:48Z,2026-09-17T13:44:09Z
22674,4012,completed,149.98,7.99,229,,,,,,52.19,2026-09-13T03:33:40Z,2026-09-17T13:44:09Z
22675,2769,cancelled,460.95,7.99,236,,,,,,42.13,2026-07-20T12:05:45Z,2026-09-17T13:44:09Z
22676,2602,pending,19.99,7.99,,,,,,26736,11.4,2026-08-15T06:09:49Z,2026-09-17T13:44:09Z
22677,3450,confirmed,1909.92,0,244,,,,,,86.97,2026-07-21T17:09:13Z,2026-09-17T13:44:09Z
22678,4202,processing,3294.93,14.99,230,,,,,,42.09,2026-09-01T04:30:28Z,2026-09-17T13:44:09Z
22679,2793,routed,1891.95,7.99,223,,,,,,38.83,2026-07-20T13:53:03Z,2026-09-17T13:44:09Z
22680,3470,completed,1114.88,7.99,230,,,,,24615,65.3,2026-07-26T07:18:48Z,2026-09-17T13:44:09Z
22681,3426,completed,659.91,0,237,,,,,,68.22,2026-09-05T13:58:01Z,2026-09-17T13:44:09Z
22682,4161,completed,1019.96,7.99,229,,,,,,55.03,2026-09-03T22:48:57Z,2026-09-17T13:44:09Z
22683,2783,cancelled,199.99,7.99,221,,,,,,14.64,2026-07-27T02:08:45Z,2026-09-17T13:44:09Z
22684,2475,pending,1649.94,7.99,,,,,,,52.56,2026-08-10T21:04:40Z,2026-09-17T13:44:09Z
22685,3794,confirmed,1207.95,7.99,248,,,,,,12.82,2026-08-11T09:00:34Z,2026-09-17T13:44:09Z
22686,3025,processing,349.95,7.99,244,,,,,,82.7,2026-08-25T02:54:43Z,2026-09-17T13:44:09Z
22687,4154,routed,369.97,14.99,233,,,,,24796,68.32,2026-08-08T02:29:09Z,2026-09-17T13:44:09Z
22688,2640,completed,1349.97,7.99,248,,,,,,92.73,2026-09-07T15:48:30Z,2026-09-17T13:44:09Z
22689,3652,completed,1724.94,7.99,250,,,,,,67.38,2026-08-26T03:20:05Z,2026-09-17T13:44:09Z
22690,4195,completed,924.92,0,250,,,,,,43.59,2026-08-03T01:42:18Z,2026-09-17T13:44:09Z
22691,3289,cancelled,1178.88,7.99,239,,,,,,81.71,2026-09-10T19:20:43Z,2026-09-17T13:44:09Z
22692,3410,pending,1148.91,7.99,,,,,,,89.28,2026-08-04T02:10:07Z,2026-09-17T13:44:09Z
