demand_forecast_id,manufactured_part_id,planning_region,forecast_date,predicted_unit_demand,lower_confidence_units,upper_confidence_units,production_signal_factor,model_version,forecast_explanation,created_at
320,5,Mountain West,2026-07-19,72,59,94,1.2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
321,5,Mountain West,2026-07-20,77,60,95,1.26,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
322,5,Mountain West,2026-07-21,80,61,96,1.29,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
323,5,Mountain West,2026-07-22,74,62,97,1.22,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
324,5,Mountain West,2026-07-23,85,63,98,1.3,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
325,5,Mountain West,2026-07-24,81,64,99,1.25,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
326,5,Mountain West,2026-07-25,85,65,100,1.24,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
327,5,Mountain West,2026-07-26,80,66,101,1.3,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
328,5,Mountain West,2026-07-27,87,67,102,1.28,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
329,5,Mountain West,2026-07-28,91,68,103,1.32,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
330,5,Mountain West,2026-07-29,89,69,104,1.27,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
331,1,Northeast Corridor,2026-06-30,344,249,412,1.94,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
332,1,Northeast Corridor,2026-07-01,311,261,424,1.83,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
333,1,Northeast Corridor,2026-07-02,361,273,436,2.09,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
334,1,Northeast Corridor,2026-07-03,353,285,448,1.88,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
335,1,Northeast Corridor,2026-07-04,363,297,460,2.05,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
336,1,Northeast Corridor,2026-07-05,368,309,472,2.29,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
337,1,Northeast Corridor,2026-07-06,397,321,484,2.37,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
338,1,Northeast Corridor,2026-07-07,412,333,496,2.45,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
339,1,Northeast Corridor,2026-07-08,452,345,508,2.24,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
340,1,Northeast Corridor,2026-07-09,417,357,520,2.51,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
341,1,Northeast Corridor,2026-07-10,464,369,532,2.45,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
342,1,Northeast Corridor,2026-07-11,469,381,544,2.46,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
343,1,Northeast Corridor,2026-07-12,439,393,556,2.66,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
344,1,Northeast Corridor,2026-07-13,478,405,568,2.62,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
345,1,Northeast Corridor,2026-07-14,494,417,580,2.91,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
346,1,Northeast Corridor,2026-07-15,533,429,592,2.82,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
347,1,Northeast Corridor,2026-07-16,488,441,604,2.9,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
348,1,Northeast Corridor,2026-07-17,524,453,616,2.86,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
349,1,Northeast Corridor,2026-07-18,532,465,628,3.32,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
350,1,Northeast Corridor,2026-07-19,591,477,640,3.17,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
351,1,Northeast Corridor,2026-07-20,561,489,652,3.04,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
352,1,Northeast Corridor,2026-07-21,586,501,664,3.51,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
353,1,Northeast Corridor,2026-07-22,627,513,676,3.24,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
354,1,Northeast Corridor,2026-07-23,627,525,688,3.29,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
355,1,Northeast Corridor,2026-07-24,634,537,700,3.7,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
356,1,Northeast Corridor,2026-07-25,659,549,712,3.62,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
357,1,Northeast Corridor,2026-07-26,672,561,724,3.57,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
358,1,Northeast Corridor,2026-07-27,636,573,736,3.84,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
359,1,Northeast Corridor,2026-07-28,638,585,748,3.8,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
360,1,Northeast Corridor,2026-07-29,678,597,760,3.67,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""multi_channel_demand_spike"",""plant_floor_signal_awareness"",""supplier_coverage"",""capacity_constraint_signal""],""top_network_account"":""@capacity_planning_network"",""urgency_score"":97,""confidence"":""very_high"",""trend"":""historic_demand_surge"",""alert"":""pre_position_material_capacity_recommended""}",2026-06-29T21:44:58Z
