work_order_line_id,work_order_id,manufactured_part_id,requested_units,planned_unit_value,assigned_plant_id
1140,383,16,1,5200,10
1141,383,7,2,1460,10
1142,383,28,3,390,10
1143,383,13,2,980,10
1144,383,6,3,145,10
1145,384,30,3,46,10
1146,384,27,1,720,10
1147,385,8,3,210,10
1148,385,6,3,145,10
1149,385,2,1,18400,10
1150,385,12,1,185,10
1151,386,17,1,8900,10
1152,386,28,2,390,10
1153,386,2,3,18400,10
1154,386,29,2,580,10
1155,386,22,3,132,10
1156,387,4,2,92,8
1157,388,18,2,430,11
1158,388,3,3,740,11
1159,388,21,2,110,11
1160,388,26,2,340,11
1161,388,15,2,360,11
1162,389,31,3,88,
1163,389,17,1,8900,
1164,390,24,3,260,6
1165,390,18,2,430,6
1166,390,13,3,980,6
1167,390,22,3,132,6
1168,390,6,2,145,6
1169,391,3,2,740,9
1170,391,18,1,430,9
1171,391,19,1,74,9
1172,391,26,1,340,9
1173,391,30,3,46,9
1174,392,30,3,46,8
1175,392,24,3,260,8
1176,392,4,2,92,8
1177,393,25,2,475,11
1178,393,20,2,620,11
1179,393,2,2,18400,11
1180,393,11,3,520,11
1181,393,9,3,390,11
1182,394,3,3,740,2
1183,394,30,1,46,2
1184,394,4,3,92,2
1185,395,13,2,980,9
1186,396,21,3,110,7
1187,396,21,2,110,7
1188,396,9,3,390,7
1189,396,18,2,430,7
1190,397,26,2,340,
1191,397,8,1,210,
1192,397,2,2,18400,
1193,397,13,2,980,
1194,398,5,2,680,3
1195,398,11,2,520,3
1196,398,2,2,18400,3
1197,399,5,3,680,11
1198,399,31,3,88,11
1199,400,10,3,275,6
1200,401,3,3,740,8
1201,401,5,3,680,8
1202,402,16,3,5200,1
1203,402,26,3,340,1
1204,402,21,1,110,1
1205,403,8,3,210,7
1206,403,5,3,680,7
1207,403,6,1,145,7
1208,404,6,3,145,2
1209,404,24,2,260,2
1210,404,2,2,18400,2
1211,404,7,2,1460,2
1212,404,9,3,390,2
1213,405,15,2,360,
1214,406,13,3,980,7
1215,406,16,2,5200,7
1216,406,6,1,145,7
1217,407,10,1,275,3
1218,407,20,3,620,3
1219,407,2,2,18400,3
1220,407,24,1,260,3
1221,408,31,2,88,9
1222,408,19,3,74,9
1223,409,12,3,185,2
1224,409,19,1,74,2
1225,409,15,2,360,2
1226,409,29,2,580,2
1227,409,11,2,520,2
1228,410,3,2,740,4
1229,410,29,2,580,4
1230,410,2,2,18400,4
1231,410,12,2,185,4
1232,411,18,2,430,6
1233,412,30,2,46,4
1234,412,25,3,475,4
1235,412,31,2,88,4
1236,412,2,1,18400,4
1237,413,16,1,5200,
1238,413,17,3,8900,
1239,413,28,3,390,
1240,413,23,2,98,
1241,414,13,3,980,11
1242,415,7,2,1460,7
1243,415,23,1,98,7
1244,415,9,1,390,7
1245,415,6,1,145,7
1246,415,6,3,145,7
1247,416,16,2,5200,2
1248,416,16,1,5200,2
1249,417,16,3,5200,4
1250,417,27,3,720,4
1251,417,30,2,46,4
1252,417,12,3,185,4
1253,417,22,1,132,4
1254,418,24,2,260,12
1255,418,27,2,720,12
1256,419,15,1,360,7
1257,419,11,2,520,7
1258,420,13,1,980,4
1259,420,17,3,8900,4
1260,421,18,2,430,
1261,421,6,2,145,
1262,421,14,3,1250,
1263,421,1,1,1280,
1264,421,23,3,98,
1265,422,26,2,340,12
1266,423,18,1,430,10
1267,423,30,1,46,10
1268,423,21,3,110,10
1269,424,15,2,360,1
1270,424,6,1,145,1
1271,424,25,1,475,1
1272,424,12,3,185,1
1273,425,20,2,620,9
1274,425,4,3,92,9
1275,425,19,2,74,9
1276,425,2,2,18400,9
1277,426,7,1,1460,4
1278,426,15,2,360,4
1279,426,17,2,8900,4
1280,426,22,2,132,4
1281,426,16,1,5200,4
1282,427,6,3,145,4
1283,427,6,1,145,4
1284,427,22,1,132,4
1285,427,8,3,210,4
1286,428,20,2,620,4
1287,428,28,1,390,4
1288,428,6,1,145,4
1289,428,22,3,132,4
1290,429,7,1,1460,
1291,429,19,3,74,
1292,430,4,3,92,12
1293,431,12,3,185,2
1294,431,20,3,620,2
1295,431,6,1,145,2
1296,432,11,3,520,8
1297,432,17,2,8900,8
1298,432,12,3,185,8
1299,432,14,1,1250,8
1300,432,5,3,680,8
1301,433,25,1,475,6
1302,433,19,3,74,6
1303,433,28,2,390,6
1304,433,26,1,340,6
1305,433,30,3,46,6
1306,434,15,2,360,3
1307,434,7,3,1460,3
1308,435,5,3,680,5
1309,435,4,2,92,5
1310,435,12,3,185,5
1311,436,27,2,720,5
1312,437,17,2,8900,
1313,438,20,2,620,8
1314,438,15,3,360,8
1315,439,11,1,520,4
1316,439,10,2,275,4
1317,439,11,1,520,4
1318,439,18,3,430,4
1319,440,25,2,475,6
1320,440,16,3,5200,6
1321,441,13,2,980,1
1322,441,25,2,475,1
1323,441,17,1,8900,1
1324,442,6,3,145,1
1325,442,15,3,360,1
1326,442,21,2,110,1
1327,442,28,1,390,1
1328,443,19,3,74,4
1329,443,16,2,5200,4
1330,443,13,2,980,4
1331,444,12,1,185,2
1332,444,20,1,620,2
1333,444,24,3,260,2
1334,445,22,3,132,
1335,446,3,2,740,12
1336,446,30,1,46,12
1337,446,9,1,390,12
1338,446,3,3,740,12
1339,446,30,2,46,12
1340,447,8,3,210,1
1341,447,29,1,580,1
1342,448,17,1,8900,1
1343,448,25,1,475,1
1344,448,27,2,720,1
1345,448,31,3,88,1
1346,448,14,3,1250,1
1347,449,31,3,88,11
1348,450,27,3,720,8
1349,450,21,2,110,8
1350,450,1,3,1280,8
1351,450,29,3,580,8
1352,451,24,1,260,3
1353,451,17,1,8900,3
1354,452,23,3,98,8
1355,453,3,3,740,
1356,453,2,3,18400,
1357,453,29,2,580,
1358,453,25,1,475,
1359,454,6,2,145,7
1360,454,6,2,145,7
1361,454,10,3,275,7
1362,454,31,3,88,7
1363,455,5,2,680,6
1364,456,14,3,1250,4
1365,456,3,2,740,4
1366,457,15,1,360,7
1367,457,14,2,1250,7
1368,457,16,2,5200,7
1369,457,5,3,680,7
1370,457,27,2,720,7
1371,458,24,3,260,12
1372,458,15,2,360,12
1373,458,13,1,980,12
1374,458,3,3,740,12
1375,458,9,3,390,12
1376,459,15,3,360,12
1377,459,25,3,475,12
1378,459,30,1,46,12
1379,460,11,3,520,4
1380,460,11,1,520,4
1381,461,20,1,620,
1382,462,11,1,520,7
1383,462,10,1,275,7
1384,462,20,1,620,7
1385,463,23,3,98,5
1386,464,15,3,360,6
1387,465,11,2,520,3
1388,465,2,2,18400,3
1389,465,25,2,475,3
1390,465,3,1,740,3
1391,465,10,2,275,3
1392,466,5,3,680,12
1393,466,28,2,390,12
1394,466,10,3,275,12
1395,466,6,2,145,12
1396,466,29,3,580,12
1397,467,1,1,1280,7
1398,467,23,1,98,7
1399,467,19,3,74,7
1400,468,31,3,88,11
1401,468,11,1,520,11
1402,468,17,2,8900,11
1403,468,1,2,1280,11
1404,469,24,1,260,
1405,470,4,3,92,4
1406,470,29,1,580,4
1407,470,25,2,475,4
1408,470,12,2,185,4
1409,471,7,3,1460,7
1410,471,9,3,390,7
1411,472,16,3,5200,12
1412,472,4,1,92,12
1413,472,20,1,620,12
1414,472,8,1,210,12
1415,473,30,2,46,6
1416,473,11,3,520,6
1417,473,17,1,8900,6
1418,473,24,2,260,6
1419,474,11,2,520,6
1420,474,13,3,980,6
1421,474,30,2,46,6
1422,474,12,3,185,6
1423,475,17,1,8900,12
1424,475,26,2,340,12
1425,475,26,3,340,12
1426,476,28,1,390,9
1427,476,23,3,98,9
1428,476,11,3,520,9
1429,477,17,1,8900,
1430,478,9,2,390,5
1431,478,17,2,8900,5
1432,479,23,2,98,11
1433,479,15,2,360,11
1434,479,21,3,110,11
1435,480,28,3,390,7
1436,480,9,3,390,7
1437,481,29,2,580,8
1438,481,4,1,92,8
1439,482,27,3,720,10
1440,482,8,2,210,10
1441,482,26,1,340,10
1442,482,12,1,185,10
1443,483,29,3,580,1
1444,483,16,1,5200,1
1445,483,11,1,520,1
1446,484,23,1,98,6
1447,484,30,3,46,6
1448,484,13,1,980,6
1449,484,25,2,475,6
1450,484,15,1,360,6
1451,485,13,1,980,
1452,485,7,3,1460,
1453,485,4,3,92,
1454,485,27,1,720,
1455,485,31,3,88,
1456,486,18,1,430,5
1457,486,18,2,430,5
1458,486,5,2,680,5
1459,486,4,1,92,5
1460,487,13,3,980,1
1461,487,13,3,980,1
1462,488,14,3,1250,11
1463,489,4,2,92,9
1464,490,25,1,475,9
1465,490,23,1,98,9
1466,490,23,3,98,9
1467,491,28,2,390,5
1468,492,26,1,340,11
1469,492,6,1,145,11
1470,492,26,1,340,11
1471,492,22,2,132,11
1472,492,23,1,98,11
1473,493,7,1,1460,
1474,493,5,1,680,
1475,493,1,3,1280,
1476,494,8,2,210,9
1477,494,14,3,1250,9
1478,495,6,3,145,1
1479,496,31,3,88,10
1480,497,25,1,475,10
1481,497,31,2,88,10
1482,497,18,1,430,10
1483,497,3,1,740,10
1484,498,18,1,430,1
1485,498,20,3,620,1
1486,499,19,2,74,1
1487,499,13,1,980,1
1488,499,21,2,110,1
1489,499,25,1,475,1
1490,499,25,1,475,1
1491,500,30,2,46,5
1492,500,20,2,620,5
1493,501,20,1,620,
1494,502,18,1,430,7
1495,502,4,2,92,7
1496,502,22,3,132,7
1497,502,15,3,360,7
1498,503,8,3,210,1
1499,503,3,3,740,1
1500,503,4,2,92,1
1501,503,27,1,720,1
1502,503,16,1,5200,1
1503,504,14,1,1250,2
1504,504,20,3,620,2
1505,504,12,2,185,2
1506,504,30,1,46,2
1507,505,20,2,620,11
1508,505,2,2,18400,11
1509,505,20,1,620,11
1510,505,7,1,1460,11
1511,506,4,3,92,9
1512,506,31,1,88,9
1513,506,3,3,740,9
1514,507,13,3,980,4
1515,507,6,3,145,4
1516,507,11,3,520,4
1517,508,16,3,5200,1
1518,509,30,1,46,
1519,509,14,1,1250,
1520,509,23,2,98,
1521,510,3,3,740,12
1522,511,9,1,390,11
1523,511,31,3,88,11
1524,511,13,3,980,11
1525,512,8,1,210,7
1526,512,5,2,680,7
1527,512,19,3,74,7
1528,512,2,3,18400,7
1529,512,3,3,740,7
1530,513,7,2,1460,3
1531,513,17,2,8900,3
1532,513,1,3,1280,3
1533,513,26,3,340,3
1534,513,5,2,680,3
1535,514,23,2,98,4
1536,514,29,3,580,4
1537,515,29,3,580,10
1538,515,11,3,520,10
1539,515,16,1,5200,10
1540,515,1,1,1280,10
1541,516,5,2,680,4
1542,516,28,2,390,4
1543,516,22,2,132,4
1544,517,5,1,680,
1545,517,23,2,98,
1546,517,25,3,475,
1547,517,25,2,475,
1548,518,17,3,8900,5
1549,518,18,3,430,5
1550,518,3,1,740,5
1551,519,22,1,132,5
1552,519,15,1,360,5
1553,519,18,1,430,5
1554,519,31,1,88,5
1555,519,24,3,260,5
1556,520,8,2,210,1
1557,520,2,2,18400,1
1558,520,25,1,475,1
1559,521,26,1,340,12
1560,521,17,1,8900,12
1561,521,22,3,132,12
1562,522,15,3,360,9
1563,522,9,3,390,9
1564,522,22,2,132,9
1565,523,31,1,88,11
1566,523,8,2,210,11
1567,524,1,2,1280,2
1568,524,8,1,210,2
1569,524,7,3,1460,2
1570,524,9,2,390,2
1571,525,15,2,360,
1572,525,24,3,260,
1573,525,7,1,1460,
1574,525,25,2,475,
1575,525,2,1,18400,
1576,526,18,3,430,2
1577,526,20,2,620,2
1578,526,29,1,580,2
1579,526,25,2,475,2
1580,527,23,1,98,7
1581,527,25,3,475,7
1582,528,2,1,18400,1
1583,529,14,2,1250,2
1584,529,30,2,46,2
1585,529,2,2,18400,2
1586,530,29,2,580,11
1587,530,14,1,1250,11
1588,530,12,1,185,11
1589,531,31,1,88,9
1590,531,18,1,430,9
1591,532,29,3,580,11
1592,532,13,3,980,11
1593,532,19,1,74,11
1594,533,10,2,275,
1595,533,2,3,18400,
1596,533,14,1,1250,
1597,534,2,2,18400,7
1598,535,30,2,46,2
1599,535,5,3,680,2
1600,535,6,2,145,2
1601,535,24,1,260,2
1602,536,22,2,132,4
1603,536,19,1,74,4
1604,536,25,2,475,4
1605,536,13,1,980,4
1606,537,13,1,980,12
1607,537,6,1,145,12
1608,538,6,1,145,1
1609,538,16,3,5200,1
1610,538,17,1,8900,1
1611,538,3,1,740,1
1612,539,12,1,185,3
1613,539,28,1,390,3
1614,539,5,3,680,3
1615,539,12,2,185,3
1616,540,8,3,210,11
1617,540,21,3,110,11
1618,540,29,3,580,11
1619,540,20,1,620,11
1620,540,28,3,390,11
1621,541,6,3,145,
1622,541,12,1,185,
1623,541,29,2,580,
1624,541,7,3,1460,
1625,541,24,2,260,
1626,542,24,1,260,7
1627,542,30,3,46,7
1628,542,1,1,1280,7
1629,542,24,1,260,7
1630,543,28,3,390,5
1631,543,16,2,5200,5
1632,543,30,2,46,5
1633,543,5,2,680,5
1634,543,21,1,110,5
1635,544,11,2,520,4
1636,544,30,1,46,4
1637,544,2,3,18400,4
1638,545,12,1,185,11
1639,545,4,1,92,11
1640,545,13,1,980,11
1641,545,4,2,92,11
1642,546,24,3,260,12
1643,546,18,1,430,12
1644,546,24,2,260,12
1645,546,2,1,18400,12
1646,546,11,3,520,12
1647,547,31,3,88,6
1648,547,2,2,18400,6
1649,548,5,1,680,8
1650,548,24,1,260,8
1651,548,11,2,520,8
1652,549,18,3,430,
1653,549,3,1,740,
1654,549,14,3,1250,
1655,549,10,2,275,
1656,549,11,2,520,
1657,550,4,2,92,12
1658,550,25,2,475,12
1659,550,25,1,475,12
1660,551,20,1,620,11
1661,552,2,2,18400,2
1662,552,21,3,110,2
1663,553,4,2,92,9
1664,553,3,2,740,9
1665,554,23,3,98,4
1666,554,24,1,260,4
1667,554,18,3,430,4
1668,555,12,2,185,11
1669,555,10,2,275,11
1670,555,17,3,8900,11
1671,556,7,1,1460,9
1672,556,14,3,1250,9
1673,556,31,1,88,9
1674,556,9,3,390,9
1675,556,23,2,98,9
1676,557,3,3,740,
1677,557,20,3,620,
1678,557,28,3,390,
1679,557,21,2,110,
1680,558,11,3,520,10
1681,558,27,2,720,10
1682,558,20,2,620,10
1683,559,23,1,98,11
1684,560,23,3,98,11
1685,560,30,1,46,11
1686,561,5,1,680,3
1687,561,17,3,8900,3
1688,561,29,2,580,3
1689,562,21,2,110,8
1690,563,1,2,1280,11
1691,563,14,2,1250,11
1692,563,27,1,720,11
1693,563,31,2,88,11
1694,563,25,1,475,11
1695,564,5,3,680,10
1696,564,14,1,1250,10
1697,564,24,3,260,10
1698,565,5,1,680,
1699,566,26,2,340,2
1700,567,28,1,390,10
1701,568,3,3,740,1
1702,568,14,2,1250,1
1703,568,8,3,210,1
1704,568,15,3,360,1
1705,569,26,1,340,6
1706,569,2,2,18400,6
1707,569,18,2,430,6
1708,569,12,2,185,6
1709,569,6,3,145,6
1710,570,26,3,340,1
1711,570,2,2,18400,1
1712,570,29,1,580,1
1713,570,15,3,360,1
1714,570,24,1,260,1
1715,571,12,2,185,6
1716,572,28,1,390,12
1717,572,23,1,98,12
1718,572,16,2,5200,12
1719,572,10,3,275,12
1720,572,21,2,110,12
1721,573,6,2,145,
1722,573,3,1,740,
1723,574,8,1,210,5
1724,574,11,3,520,5
1725,575,12,2,185,6
1726,576,12,2,185,7
1727,576,25,1,475,7
1728,577,26,2,340,7
1729,578,26,1,340,7
1730,578,13,1,980,7
1731,578,3,3,740,7
1732,578,2,1,18400,7
1733,578,13,3,980,7
1734,579,22,3,132,2
1735,579,13,2,980,2
1736,579,16,2,5200,2
1737,579,12,2,185,2
1738,579,27,3,720,2
1739,580,17,3,8900,7
1740,580,7,1,1460,7
1741,581,10,3,275,
1742,581,8,3,210,
1743,582,17,1,8900,10
1744,582,9,1,390,10
1745,582,18,1,430,10
1746,582,30,2,46,10
1747,583,29,3,580,11
1748,583,14,3,1250,11
1749,584,25,1,475,3
1750,584,10,2,275,3
1751,584,23,2,98,3
1752,585,13,1,980,10
1753,585,28,2,390,10
1754,585,26,1,340,10
1755,586,24,2,260,2
1756,587,14,3,1250,8
1757,587,18,2,430,8
1758,587,23,3,98,8
1759,587,20,3,620,8
1760,587,19,3,74,8
1761,588,10,1,275,1
1762,588,20,2,620,1
1763,588,30,3,46,1
1764,588,1,2,1280,1
1765,588,11,1,520,1
1766,589,3,3,740,
1767,589,22,1,132,
1768,589,6,2,145,
1769,590,20,2,620,1
1770,591,25,1,475,11
1771,591,4,2,92,11
1772,591,6,3,145,11
1773,591,10,3,275,11
1774,591,25,2,475,11
1775,592,31,1,88,6
1776,592,19,1,74,6
1777,593,28,1,390,2
1778,593,25,2,475,2
1779,593,12,1,185,2
1780,593,6,1,145,2
1781,593,29,3,580,2
1782,594,7,3,1460,7
1783,595,23,2,98,2
1784,595,10,1,275,2
1785,595,20,1,620,2
1786,595,5,3,680,2
1787,596,8,3,210,4
1788,596,23,2,98,4
1789,596,9,1,390,4
1790,597,27,2,720,
1791,597,17,3,8900,
1792,597,25,2,475,
1793,598,18,3,430,3
1794,598,29,2,580,3
1795,598,13,1,980,3
1796,598,18,2,430,3
1797,599,4,3,92,8
1798,599,19,3,74,8
1799,599,10,3,275,8
1800,599,1,3,1280,8
1801,599,19,2,74,8
1802,600,11,3,520,3
1803,600,27,2,720,3
1804,600,16,2,5200,3
1805,600,26,1,340,3
1806,601,25,3,475,3
1807,601,16,2,5200,3
1808,601,12,2,185,3
1809,601,14,1,1250,3
1810,601,3,3,740,3
1811,602,10,3,275,1
1812,602,10,1,275,1
1813,602,21,1,110,1
1814,602,21,3,110,1
1815,603,9,1,390,5
1816,603,30,3,46,5
1817,603,23,1,98,5
1818,603,20,2,620,5
1819,604,7,3,1460,9
1820,604,20,2,620,9
1821,604,20,2,620,9
1822,605,20,3,620,
1823,605,16,3,5200,
1824,605,10,2,275,
1825,605,22,2,132,
1826,605,10,3,275,
1827,606,17,2,8900,6
1828,606,17,2,8900,6
1829,607,24,1,260,7
1830,608,22,2,132,11
1831,608,25,2,475,11
1832,609,31,1,88,9
1833,609,24,2,260,9
1834,609,3,1,740,9
1835,610,19,1,74,3
1836,610,15,1,360,3
1837,610,15,3,360,3
1838,610,18,1,430,3
1839,611,31,3,88,1
1840,611,15,3,360,1
1841,611,7,1,1460,1
1842,611,28,2,390,1
1843,612,3,3,740,3
1844,613,14,2,1250,
1845,613,19,2,74,
1846,613,1,2,1280,
1847,613,6,1,145,
1848,614,14,1,1250,1
1849,614,28,2,390,1
1850,614,13,2,980,1
1851,614,5,2,680,1
1852,614,14,2,1250,1
1853,615,15,1,360,12
1854,615,27,2,720,12
1855,615,1,1,1280,12
1856,615,2,3,18400,12
1857,616,13,1,980,4
1858,616,8,2,210,4
1859,616,25,3,475,4
1860,616,1,3,1280,4
1861,617,24,3,260,9
1862,617,9,1,390,9
1863,618,31,3,88,8
1864,618,20,3,620,8
1865,618,16,3,5200,8
1866,618,9,2,390,8
1867,619,19,1,74,8
1868,619,28,1,390,8
1869,619,2,1,18400,8
1870,619,1,1,1280,8
1871,620,10,3,275,3
1872,620,3,3,740,3
1873,621,30,1,46,
1874,621,13,3,980,
1875,622,21,1,110,5
1876,622,17,2,8900,5
1877,622,7,3,1460,5
1878,622,9,3,390,5
1879,623,30,3,46,8
1880,623,6,2,145,8
1881,624,13,1,980,1
1882,624,31,3,88,1
1883,624,19,1,74,1
1884,625,28,2,390,2
1885,625,31,2,88,2
1886,626,4,2,92,11
1887,626,30,2,46,11
1888,626,26,1,340,11
1889,626,27,2,720,11
1890,626,16,3,5200,11
1891,627,16,1,5200,7
1892,627,9,1,390,7
1893,627,20,2,620,7
1894,627,24,2,260,7
1895,627,29,1,580,7
1896,628,5,3,680,2
1897,628,24,3,260,2
1898,628,3,2,740,2
1899,628,17,1,8900,2
1900,629,8,2,210,
1901,629,13,3,980,
1902,629,23,1,98,
1903,630,6,2,145,6
1904,630,25,2,475,6
1905,631,21,2,110,10
1906,631,12,3,185,10
1907,632,14,1,1250,11
1908,632,28,2,390,11
1909,632,6,2,145,11
1910,633,16,2,5200,2
1911,633,9,2,390,2
1912,633,20,2,620,2
1913,633,21,2,110,2
1914,634,11,3,520,3
1915,635,20,3,620,9
1916,635,6,2,145,9
1917,635,4,2,92,9
1918,636,1,1,1280,9
1919,636,15,1,360,9
1920,637,27,2,720,
1921,638,14,1,1250,3
1922,639,5,3,680,1
1923,640,26,3,340,1
1924,640,31,3,88,1
1925,640,27,2,720,1
1926,640,4,2,92,1
1927,640,13,1,980,1
1928,641,25,3,475,6
1929,641,4,1,92,6
1930,641,19,2,74,6
1931,641,25,1,475,6
1932,641,14,2,1250,6
1933,642,19,3,74,2
1934,642,30,2,46,2
1935,642,28,2,390,2
1936,642,9,2,390,2
1937,642,30,3,46,2
1938,643,15,1,360,10
1939,643,27,2,720,10
1940,643,6,3,145,10
1941,644,23,2,98,11
1942,644,5,2,680,11
1943,644,19,1,74,11
1944,644,31,2,88,11
1945,644,31,1,88,11
1946,645,29,3,580,
1947,645,22,3,132,
1948,646,5,3,680,2
1949,646,13,3,980,2
1950,646,29,2,580,2
1951,647,19,1,74,4
1952,648,5,2,680,2
1953,648,1,1,1280,2
1954,648,16,2,5200,2
1955,648,4,2,92,2
1956,648,13,3,980,2
1957,649,5,2,680,8
1958,649,23,2,98,8
1959,649,12,3,185,8
1960,649,1,2,1280,8
1961,650,27,1,720,3
1962,650,27,1,720,3
1963,650,20,1,620,3
1964,650,7,3,1460,3
1965,650,29,3,580,3
1966,651,16,2,5200,7
1967,651,23,2,98,7
1968,651,21,1,110,7
1969,652,17,2,8900,12
1970,652,13,1,980,12
1971,652,6,2,145,12
1972,653,17,2,8900,
1973,653,11,1,520,
1974,653,28,3,390,
1975,653,26,1,340,
1976,653,3,2,740,
1977,654,9,3,390,5
1978,654,29,1,580,5
1979,654,28,1,390,5
1980,654,27,2,720,5
1981,654,12,3,185,5
1982,655,28,3,390,1
1983,656,8,3,210,6
1984,656,12,1,185,6
1985,657,1,3,1280,5
1986,657,5,2,680,5
1987,657,1,1,1280,5
1988,657,26,3,340,5
1989,658,7,2,1460,2
1990,659,29,2,580,4
1991,659,26,3,340,4
1992,660,6,2,145,9
1993,660,29,2,580,9
1994,660,18,2,430,9
1995,660,20,2,620,9
1996,660,16,3,5200,9
1997,661,22,3,132,
1998,661,3,2,740,
1999,661,27,1,720,
2000,662,18,2,430,9
2001,663,23,2,98,12
2002,663,11,2,520,12
2003,663,18,1,430,12
2004,663,8,3,210,12
2005,664,8,3,210,8
2006,665,6,2,145,7
2007,666,23,3,98,6
2008,666,6,1,145,6
2009,666,19,2,74,6
2010,666,14,1,1250,6
2011,666,16,1,5200,6
2012,667,28,1,390,11
2013,667,31,2,88,11
2014,667,2,3,18400,11
2015,667,1,1,1280,11
2016,667,22,1,132,11
2017,668,10,1,275,7
2018,668,9,2,390,7
2019,668,23,1,98,7
2020,668,9,1,390,7
2021,669,8,3,210,
2022,669,2,2,18400,
2023,670,11,1,520,7
2024,671,7,1,1460,2
2025,671,10,2,275,2
2026,671,22,2,132,2
2027,672,7,1,1460,8
2028,672,6,3,145,8
2029,672,29,2,580,8
2030,672,29,1,580,8
2031,673,2,2,18400,8
2032,674,18,1,430,12
2033,674,22,1,132,12
2034,674,28,2,390,12
2035,674,12,3,185,12
2036,674,7,2,1460,12
2037,675,13,2,980,2
2038,675,20,1,620,2
2039,675,13,2,980,2
2040,676,27,2,720,6
2041,676,14,1,1250,6
2042,676,7,1,1460,6
2043,676,12,2,185,6
2044,677,27,1,720,
2045,677,19,2,74,
2046,678,6,2,145,12
2047,678,3,2,740,12
2048,678,19,2,74,12
2049,678,25,3,475,12
2050,678,12,1,185,12
2051,679,27,3,720,8
2052,679,29,1,580,8
2053,679,3,2,740,8
2054,680,12,3,185,1
2055,681,10,1,275,7
2056,681,26,3,340,7
2057,681,17,3,8900,7
2058,681,10,3,275,7
2059,681,26,3,340,7
2060,682,22,2,132,11
2061,683,29,1,580,4
2062,683,12,1,185,4
2063,684,29,2,580,11
2064,684,27,3,720,11
2065,684,31,3,88,11
2066,684,8,1,210,11
2067,685,17,3,8900,
2068,686,8,1,210,12
2069,686,31,3,88,12
2070,686,31,2,88,12
2071,686,6,1,145,12
2072,686,10,3,275,12
2073,687,17,3,8900,3
2074,687,9,1,390,3
2075,687,3,3,740,3
2076,687,19,3,74,3
2077,688,3,1,740,6
2078,688,28,1,390,6
2079,688,14,2,1250,6
2080,689,20,3,620,6
2081,690,16,3,5200,5
2082,690,18,3,430,5
2083,690,12,2,185,5
2084,690,30,3,46,5
2085,690,26,3,340,5
2086,691,12,3,185,9
2087,691,26,1,340,9
2088,691,12,2,185,9
2089,691,30,3,46,9
2090,691,10,3,275,9
2091,692,31,3,88,8
2092,692,23,3,98,8
2093,692,17,2,8900,8
2094,693,22,1,132,
2095,693,2,3,18400,
2096,693,3,3,740,
2097,693,21,3,110,
2098,693,4,3,92,
2099,694,17,2,8900,6
2100,694,4,2,92,6
2101,695,14,1,1250,6
2102,695,27,2,720,6
2103,695,24,1,260,6
2104,695,17,1,8900,6
2105,696,2,2,18400,1
2106,696,16,1,5200,1
2107,696,11,2,520,1
2108,696,16,1,5200,1
2109,697,30,3,46,7
2110,698,15,3,360,7
2111,698,21,3,110,7
2112,699,18,1,430,9
2113,700,3,1,740,2
2114,700,19,3,74,2
2115,700,30,3,46,2
2116,700,30,2,46,2
2117,700,26,1,340,2
2118,701,18,2,430,
2119,701,21,1,110,
2120,701,19,1,74,
2121,701,15,1,360,
2122,701,15,1,360,
2123,702,24,1,260,1
2124,703,26,3,340,12
2125,703,11,2,520,12
2126,703,17,1,8900,12
2127,703,10,2,275,12
2128,704,21,2,110,6
2129,704,19,1,74,6
2130,705,15,1,360,8
2131,705,5,3,680,8
2132,705,29,3,580,8
2133,705,22,2,132,8
2134,705,16,3,5200,8
2135,706,16,3,5200,4
2136,706,25,3,475,4
2137,706,10,3,275,4
2138,706,15,2,360,4
2139,707,23,3,98,2
2140,708,8,3,210,3
2141,708,14,2,1250,3
2142,708,13,1,980,3
2143,708,5,1,680,3
2144,708,8,3,210,3
2145,709,2,1,18400,
2146,709,13,1,980,
2147,709,8,2,210,
2148,709,25,3,475,
2149,709,7,2,1460,
2150,710,13,3,980,1
2151,710,17,2,8900,1
2152,710,31,3,88,1
2153,711,21,1,110,5
2154,712,29,2,580,3
2155,712,18,1,430,3
2156,713,5,2,680,5
2157,713,31,2,88,5
2158,713,5,3,680,5
2159,713,7,3,1460,5
2160,714,25,2,475,6
2161,714,12,3,185,6
2162,715,13,3,980,11
2163,715,15,1,360,11
2164,716,24,2,260,8
2165,716,8,2,210,8
2166,716,20,3,620,8
2167,716,12,1,185,8
2168,717,25,3,475,
2169,717,24,3,260,
2170,717,20,2,620,
2171,718,13,3,980,1
2172,718,13,2,980,1
2173,718,24,3,260,1
2174,718,22,2,132,1
2175,719,12,2,185,11
2176,719,22,1,132,11
2177,719,14,2,1250,11
2178,720,29,3,580,9
2179,720,28,3,390,9
2180,720,3,3,740,9
2181,720,7,2,1460,9
2182,720,30,3,46,9
2183,721,26,2,340,3
2184,721,15,2,360,3
2185,721,18,1,430,3
2186,722,27,1,720,8
2187,722,16,2,5200,8
2188,722,8,2,210,8
2189,723,9,2,390,10
2190,723,3,2,740,10
2191,723,19,1,74,10
2192,723,30,2,46,10
2193,724,10,3,275,9
2194,724,10,2,275,9
2195,724,21,1,110,9
2196,725,22,3,132,
2197,725,19,2,74,
2198,725,30,1,46,
2199,725,1,3,1280,
2200,725,26,3,340,
2201,726,2,3,18400,6
2202,727,3,1,740,1
2203,727,27,1,720,1
2204,727,11,3,520,1
2205,728,15,3,360,12
2206,728,5,3,680,12
2207,728,19,1,74,12
