production_signal_id,network_account_id,signal_channel_code,external_signal_id,signal_text,observed_at,acknowledgement_count,propagation_count,response_count,observation_count,sentiment_score,urgency_score,detected_part_ids,momentum_code,processed_at,created_at
126,17,partner_operations,ext_tiktok_00000126,Maintenance teams keep asking where to find Line Utilization Beacon. Pacific Sensor Systems is showing up in every shortage thread,2026-02-24T21:44:57Z,4199,1666,317,78656,0.864,,,elevated,,2026-06-29T21:44:57Z
127,427,market_feed,ext_youtube_00000127,Operations huddle: prioritize CircuitForge Electronics Industrial Gateway PCB Assembly before the weekend production surge,2026-02-23T21:44:57Z,251,34,33,2818,0.786,,,stable,,2026-06-29T21:44:57Z
128,89,market_feed,ext_youtube_00000128,Supplier quality screening is surfacing new need for EV Motor Stator Assembly from MotorWorks Mobility,2026-02-22T21:44:57Z,152,83,8,18591,0.894,,,stable,,2026-06-29T21:44:57Z
129,393,quality_bulletin,ext_threads_00000129,Supplier constraints are creating new handoffs to procurement and logistics partners,2026-02-21T21:44:57Z,39,7,46,13345,-0.126,,,stable,,2026-06-29T21:44:57Z
130,506,market_feed,ext_youtube_00000130,Day 30 with the Returnable Dunnage Tray workflow and the operations team says GreenPack Materials reduced manual expediting,2026-02-20T21:44:57Z,6631,1676,773,53505,0.692,,,elevated,,2026-06-29T21:44:57Z
131,201,plant_floor,ext_instagram_00000131,Recommended Apex Automation Systems Robotic Palletizer Control Cabinet to a production planner today because avoidable downtime is the risk,2026-02-19T21:44:57Z,9466,1775,185,115163,0.293,,,elevated,,2026-06-29T21:44:57Z
132,392,market_feed,ext_youtube_00000132,"Thought Modular CNC Workholding Kit demand would level off, but NordicTool Works is still seeing urgent work orders",2026-02-18T21:44:57Z,9752,565,701,99489,0.818,,,elevated,,2026-06-29T21:44:57Z
133,479,plant_floor,ext_instagram_00000133,Morning S&OP review featuring Temperature Sensor Node. Pacific Sensor Systems needs pre-positioned production capacity,2026-02-17T21:44:57Z,9431,1969,881,133659,0.277,,,elevated,,2026-06-29T21:44:57Z
134,,quality_bulletin,ext_threads_00000134,Added Line Changeover Gauge Set to the high-priority build plan. Thank you NordicTool Works for closing the gap,2026-02-16T21:44:57Z,248,13,14,1710,0.921,,,stable,,2026-06-29T21:44:57Z
135,169,market_feed,ext_youtube_00000135,Line supervisors are asking for Welded Structural Bracket Set through PrecisionCast Foundry; demand is clearly rising,2026-02-15T21:44:57Z,739,36,21,1547,0.212,,,stable,,2026-06-29T21:44:57Z
136,517,quality_bulletin,ext_threads_00000136,Quality engineers keep asking for inspection capacity before launch builds,2026-02-14T21:44:57Z,215,87,46,4245,0.733,,,stable,,2026-06-29T21:44:57Z
137,473,quality_bulletin,ext_threads_00000137,Supplier update: Industrial Gateway PCB Assembly capacity at CircuitForge Electronics is getting tight after a spike in work orders,2026-02-13T21:44:57Z,509,90,46,10241,0.422,,,stable,,2026-06-29T21:44:57Z
138,315,partner_operations,ext_tiktok_00000138,Production planners are coordinating work orders across fabrication cells today,2026-02-12T21:44:57Z,794,18,23,15904,0.135,,,stable,,2026-06-29T21:44:57Z
139,63,supplier_portal,ext_twitter_00000139,Condition-monitoring follow-up: demand for Ruggedized Edge Compute Module is up and CircuitForge Electronics needs more capacity slots,2026-02-11T21:44:57Z,126438,62330,20121,5428951,0.296,,,critical,,2026-06-29T21:44:57Z
140,224,market_feed,ext_youtube_00000140,"Two-week review of MotorWorks Mobility Torque Sensor Housing: strong yield, but capacity planning matters",2026-02-10T21:44:57Z,319,78,23,11982,0.739,,,stable,,2026-06-29T21:44:57Z
141,367,market_feed,ext_youtube_00000141,Maintenance teams keep asking where to find Robotic Palletizer Control Cabinet. Apex Automation Systems is showing up in every shortage thread,2026-02-09T21:44:57Z,18926,7931,1206,928172,0.401,,,escalating,,2026-06-29T21:44:57Z
142,116,plant_floor,ext_instagram_00000142,Line supervisors need earlier visibility into production slot availability,2026-02-08T21:44:57Z,49881,5942,2258,662633,0.715,,,escalating,,2026-06-29T21:44:57Z
143,470,partner_operations,ext_tiktok_00000143,Supplier quality screening is surfacing new need for Ruggedized Edge Compute Module from CircuitForge Electronics,2026-02-07T21:44:57Z,5618,879,424,168452,0.454,,,elevated,,2026-06-29T21:44:57Z
144,90,quality_bulletin,ext_threads_00000144,Transportation delays are slowing component availability for several customer programs,2026-02-06T21:44:57Z,7798,1775,293,171103,-0.202,,,elevated,,2026-06-29T21:44:57Z
145,214,market_feed,ext_youtube_00000145,Day 30 with the Vibration Analytics Gateway workflow and the operations team says Pacific Sensor Systems reduced manual expediting,2026-02-05T21:44:57Z,27713,14689,7429,615490,0.831,,,escalating,,2026-06-29T21:44:57Z
146,,partner_operations,ext_tiktok_00000146,Recommended Pacific Sensor Systems Temperature Sensor Node to a production planner today because avoidable downtime is the risk,2026-02-04T21:44:57Z,5363,730,962,24749,0.675,,,elevated,,2026-06-29T21:44:57Z
147,392,market_feed,ext_youtube_00000147,"Thought High-Precision Drill Fixture demand would level off, but NordicTool Works is still seeing urgent work orders",2026-02-03T21:44:57Z,320,24,37,10795,0.732,,,stable,,2026-06-29T21:44:57Z
148,155,quality_bulletin,ext_threads_00000148,Production planners are coordinating work orders across fabrication cells today,2026-02-02T21:44:57Z,907,68,20,12216,-0.16,,,stable,,2026-06-29T21:44:57Z
149,125,quality_bulletin,ext_threads_00000149,Added Power Regulation Board to the high-priority build plan. Thank you CircuitForge Electronics for closing the gap,2026-02-01T21:44:57Z,503,33,39,7204,0.551,,,stable,,2026-06-29T21:44:57Z
150,121,plant_floor,ext_instagram_00000150,Operators are asking for clearer shortage signals and faster replenishment windows,2026-01-31T21:44:57Z,993,0,44,13957,0.325,,,stable,,2026-06-29T21:44:57Z
151,218,supplier_portal,ext_twitter_00000151,Production planners are flagging Line Utilization Beacon from Pacific Sensor Systems as a bottleneck this week,2026-01-30T21:44:57Z,379,99,17,11391,0.413,,,stable,,2026-06-29T21:44:57Z
152,423,quality_bulletin,ext_threads_00000152,Supplier update: Vision Inspection Station capacity at RoboFlex Assembly is getting tight after a spike in work orders,2026-01-29T21:44:57Z,134,52,32,5302,0.22,,,stable,,2026-06-29T21:44:57Z
153,361,supplier_portal,ext_twitter_00000153,Plant dispatch note - PrecisionCast Foundry CNC Machined Pump Impeller is the part every line wants scheduled right now,2026-01-28T21:44:57Z,377,81,14,19121,0.441,,,stable,,2026-06-29T21:44:57Z
154,75,quality_bulletin,ext_threads_00000154,Transportation delays are slowing component availability for several customer programs,2026-01-27T21:44:57Z,13979,2581,3425,313635,-0.291,,,escalating,,2026-06-29T21:44:57Z
155,456,supplier_portal,ext_twitter_00000155,"Two-week review of NordicTool Works Modular CNC Workholding Kit: strong yield, but capacity planning matters",2026-01-26T21:44:57Z,8009,382,404,152162,0.61,,,elevated,,2026-06-29T21:44:57Z
156,339,plant_floor,ext_instagram_00000156,Quality engineers keep asking for inspection capacity before launch builds,2026-01-25T21:44:57Z,786,68,45,13826,0.683,,,stable,,2026-06-29T21:44:57Z
157,466,supplier_portal,ext_twitter_00000157,Operations huddle: prioritize RoboFlex Assembly End-of-Arm Tooling Adapter before the weekend production surge,2026-01-24T21:44:57Z,9678,1597,840,151052,0.686,,,elevated,,2026-06-29T21:44:57Z
158,228,supplier_portal,ext_twitter_00000158,Supplier quality screening is surfacing new need for Ruggedized Edge Compute Module from CircuitForge Electronics,2026-01-23T21:44:57Z,697,97,43,6277,0.45,,,stable,,2026-06-29T21:44:57Z
159,380,partner_operations,ext_tiktok_00000159,"If your plants need Lightweight Aluminum Extrusion, check AlloyWorks Fabrication availability early; slots are moving fast",2026-01-22T21:44:57Z,361,99,16,3797,0.368,,,stable,,2026-06-29T21:44:57Z
160,85,quality_bulletin,ext_threads_00000160,Day 30 with the EV Motor Stator Assembly workflow and the operations team says MotorWorks Mobility reduced manual expediting,2026-01-21T21:44:57Z,2738,1178,651,37995,0.395,,,elevated,,2026-06-29T21:44:57Z
161,288,quality_bulletin,ext_threads_00000161,Recommended MotorWorks Mobility Thermal Management Manifold to a production planner today because avoidable downtime is the risk,2026-01-20T21:44:57Z,251,23,43,10023,0.611,,,stable,,2026-06-29T21:44:57Z
162,513,plant_floor,ext_instagram_00000162,"Thought Nickel Alloy Heat Shield demand would level off, but AlloyWorks Fabrication is still seeing urgent work orders",2026-01-19T21:44:57Z,499,69,2,3229,0.249,,,stable,,2026-06-29T21:44:57Z
163,,market_feed,ext_youtube_00000163,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2026-01-18T21:44:57Z,4459,1920,818,69473,0.256,,,elevated,,2026-06-29T21:44:57Z
164,302,market_feed,ext_youtube_00000164,Added Predictive Maintenance Sensor Pack to the high-priority build plan. Thank you Apex Automation Systems for closing the gap,2026-01-17T21:44:57Z,197,18,9,6592,0.403,,,stable,,2026-06-29T21:44:57Z
165,56,plant_floor,ext_instagram_00000165,The plant is seeing increased demand for changeover tooling after schedule changes,2026-01-16T21:44:57Z,612,98,10,4320,0.002,,,stable,,2026-06-29T21:44:57Z
166,195,quality_bulletin,ext_threads_00000166,Production planners are flagging Lightweight Aluminum Extrusion from AlloyWorks Fabrication as a bottleneck this week,2026-01-15T21:44:57Z,38,56,1,18991,0.517,,,stable,,2026-06-29T21:44:57Z
167,356,supplier_portal,ext_twitter_00000167,Maintenance teams need better spare-part outreach after recent unplanned downtime,2026-01-14T21:44:57Z,604,71,2,10181,0.246,,,stable,,2026-06-29T21:44:57Z
168,40,quality_bulletin,ext_threads_00000168,Production planners are coordinating work orders across fabrication cells today,2026-01-13T21:44:57Z,29476,11298,5982,963980,-0.251,,,escalating,,2026-06-29T21:44:57Z
169,280,partner_operations,ext_tiktok_00000169,Condition-monitoring follow-up: demand for Returnable Dunnage Tray is up and GreenPack Materials needs more capacity slots,2026-01-12T21:44:57Z,3480,1446,389,114070,0.793,,,elevated,,2026-06-29T21:44:57Z
170,11,plant_floor,ext_instagram_00000170,"Two-week review of MotorWorks Mobility EV Motor Stator Assembly: strong yield, but capacity planning matters",2026-01-11T21:44:57Z,709,5,22,12287,0.767,,,stable,,2026-06-29T21:44:57Z
171,186,plant_floor,ext_instagram_00000171,Bearing and seal kits are the top request in our maintenance channel this week,2026-01-10T21:44:57Z,44052,14493,1184,713468,0.782,,,escalating,,2026-06-29T21:44:57Z
172,230,quality_bulletin,ext_threads_00000172,Line supervisors need earlier visibility into production slot availability,2026-01-09T21:44:57Z,8605,528,998,139572,0.128,,,elevated,,2026-06-29T21:44:57Z
173,333,quality_bulletin,ext_threads_00000173,Supplier quality screening is surfacing new need for EV Motor Stator Assembly from MotorWorks Mobility,2026-01-08T21:44:57Z,656,65,42,11221,0.454,,,stable,,2026-06-29T21:44:57Z
174,144,market_feed,ext_youtube_00000174,"If your plants need Line Utilization Beacon, check Pacific Sensor Systems availability early; slots are moving fast",2026-01-07T21:44:57Z,306,98,38,6247,0.298,,,stable,,2026-06-29T21:44:57Z
175,469,plant_floor,ext_instagram_00000175,The plant is seeing increased demand for changeover tooling after schedule changes,2026-01-06T21:44:57Z,400,57,25,15599,0.308,,,stable,,2026-06-29T21:44:57Z
176,375,partner_operations,ext_tiktok_00000176,Recommended Summit Industrial Supply Safety Stock Replenishment Bundle to a production planner today because avoidable downtime is the risk,2026-01-05T21:44:57Z,889,71,44,13667,0.402,,,stable,,2026-06-29T21:44:57Z
177,251,supplier_portal,ext_twitter_00000177,Maintenance teams need better spare-part outreach after recent unplanned downtime,2026-01-04T21:44:57Z,582,38,5,2623,0.283,,,stable,,2026-06-29T21:44:57Z
178,,market_feed,ext_youtube_00000178,Morning S&OP review featuring Modular CNC Workholding Kit. NordicTool Works needs pre-positioned production capacity,2026-01-03T21:44:57Z,199,99,31,9216,0.9,,,stable,,2026-06-29T21:44:57Z
179,,quality_bulletin,ext_threads_00000179,Supplier constraints are creating new handoffs to procurement and logistics partners,2026-01-02T21:44:57Z,349,64,19,13799,-0.105,,,stable,,2026-06-29T21:44:57Z
180,76,plant_floor,ext_instagram_00000180,Operators are asking for clearer shortage signals and faster replenishment windows,2026-01-01T21:44:57Z,992,13,9,11259,-0.029,,,stable,,2026-06-29T21:44:57Z
181,52,partner_operations,ext_tiktok_00000181,Production planners are flagging Predictive Maintenance Sensor Pack from Apex Automation Systems as a bottleneck this week,2025-12-31T21:44:57Z,2826,1188,181,140544,0.714,,,elevated,,2026-06-29T21:44:57Z
182,381,supplier_portal,ext_twitter_00000182,Line supervisors need earlier visibility into production slot availability,2025-12-30T21:44:57Z,651,68,30,593,0.157,,,stable,,2026-06-29T21:44:57Z
183,13,supplier_portal,ext_twitter_00000183,Plant dispatch note - PrecisionCast Foundry Investment Cast Valve Body is the part every line wants scheduled right now,2025-12-29T21:44:57Z,596,24,43,5428,0.513,,,stable,,2026-06-29T21:44:57Z
184,314,plant_floor,ext_instagram_00000184,Transportation delays are slowing component availability for several customer programs,2025-12-28T21:44:57Z,24956,5518,1913,901761,0.773,,,escalating,,2026-06-29T21:44:57Z
185,59,market_feed,ext_youtube_00000185,The plant is seeing increased demand for changeover tooling after schedule changes,2025-12-27T21:44:57Z,589,60,17,2544,0.639,,,stable,,2026-06-29T21:44:57Z
186,469,plant_floor,ext_instagram_00000186,Quality engineers keep asking for inspection capacity before launch builds,2025-12-26T21:44:57Z,968,93,5,5970,0.645,,,stable,,2026-06-29T21:44:57Z
187,424,plant_floor,ext_instagram_00000187,Maintenance teams need better spare-part outreach after recent unplanned downtime,2025-12-25T21:44:57Z,819,48,45,7481,0.67,,,stable,,2026-06-29T21:44:57Z
188,51,plant_floor,ext_instagram_00000188,Supplier quality screening is surfacing new need for Returnable Dunnage Tray from GreenPack Materials,2025-12-24T21:44:57Z,373,66,33,6410,0.879,,,stable,,2026-06-29T21:44:57Z
189,357,market_feed,ext_youtube_00000189,Supplier constraints are creating new handoffs to procurement and logistics partners,2025-12-23T21:44:57Z,918,21,35,15167,0.485,,,stable,,2026-06-29T21:44:57Z
190,291,supplier_portal,ext_twitter_00000190,Day 30 with the Thermal Management Manifold workflow and the operations team says MotorWorks Mobility reduced manual expediting,2025-12-22T21:44:57Z,8807,1785,611,179534,0.575,,,elevated,,2026-06-29T21:44:57Z
191,84,market_feed,ext_youtube_00000191,Recommended Pacific Sensor Systems Vibration Analytics Gateway to a production planner today because avoidable downtime is the risk,2025-12-21T21:44:57Z,736,50,23,10701,0.699,,,stable,,2026-06-29T21:44:57Z
192,365,partner_operations,ext_tiktok_00000192,"Thought Industrial Gateway PCB Assembly demand would level off, but CircuitForge Electronics is still seeing urgent work orders",2025-12-20T21:44:57Z,803,27,14,5438,0.285,,,stable,,2026-06-29T21:44:57Z
193,129,market_feed,ext_youtube_00000193,Morning S&OP review featuring High-Precision Drill Fixture. NordicTool Works needs pre-positioned production capacity,2025-12-19T21:44:57Z,341,60,44,15332,0.695,,,stable,,2026-06-29T21:44:57Z
194,120,quality_bulletin,ext_threads_00000194,Added End-of-Arm Tooling Adapter to the high-priority build plan. Thank you RoboFlex Assembly for closing the gap,2025-12-18T21:44:57Z,141,10,31,10490,0.603,,,stable,,2026-06-29T21:44:57Z
195,410,partner_operations,ext_tiktok_00000195,Line supervisors are asking for Nickel Alloy Heat Shield through AlloyWorks Fabrication; demand is clearly rising,2025-12-17T21:44:57Z,626,60,40,17548,0.461,,,stable,,2026-06-29T21:44:57Z
196,292,market_feed,ext_youtube_00000196,Production planners are flagging High-Precision Drill Fixture from NordicTool Works as a bottleneck this week,2025-12-16T21:44:57Z,653,23,34,3719,0.401,,,stable,,2026-06-29T21:44:57Z
197,385,partner_operations,ext_tiktok_00000197,Maintenance teams need better spare-part outreach after recent unplanned downtime,2025-12-15T21:44:57Z,200,45,0,4952,0.307,,,stable,,2026-06-29T21:44:57Z
