forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
334,35,Honolulu International Drama Market,2026-05-09,355,277,440,1.25,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
335,35,Charlotte Matchday Belt,2026-05-10,370,289,459,1.28,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
336,35,Portland Indie Festival Market,2026-05-11,385,300,478,1.31,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
337,35,Philadelphia Documentary Forum Market,2026-05-12,401,313,497,1.34,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
338,35,Phoenix FAST Channel Region,2026-05-13,353,275,437,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
339,35,Tampa Subscriber Winback Market,2026-05-14,368,287,456,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
340,35,Northeast Streaming Corridor,2026-05-15,383,299,475,1.22,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
341,35,Southern Sports Rights Belt,2026-05-16,399,311,494,1.25,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
342,35,West Coast Streaming Launch Belt,2026-05-17,415,323,514,1.28,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
343,35,Florida Family Watch Zone,2026-05-18,431,336,534,1.31,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
344,35,Pacific Northwest Creator Cluster,2026-05-19,448,349,555,1.34,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
345,35,Mountain West Live Event Operations Zone,2026-05-20,393,307,488,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
346,35,Texas Subscriber Monetization Arc,2026-05-21,409,319,508,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
347,35,Midwest Sports Replay Cluster,2026-05-22,426,332,528,1.22,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
348,35,Southeast Premiere Belt,2026-05-23,443,345,549,1.25,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
349,35,Las Vegas Live Event Market,2026-05-24,460,358,570,1.28,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
350,35,Boston Premium Original Market,2026-05-25,477,372,591,1.31,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
351,35,Washington Trust and Safety Region,2026-05-26,494,386,613,1.34,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
352,35,Nashville Music Livestream Region,2026-05-27,434,338,538,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
353,35,San Diego Streaming Launch Market,2026-05-28,451,352,559,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
354,35,Honolulu International Drama Market,2026-05-29,468,365,581,1.22,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
355,35,Charlotte Matchday Belt,2026-05-30,486,379,603,1.25,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
356,35,Portland Indie Festival Market,2026-05-31,504,393,625,1.28,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
357,35,Philadelphia Documentary Forum Market,2026-06-01,523,408,648,1.31,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
358,35,Phoenix FAST Channel Region,2026-06-02,541,422,671,1.34,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
359,35,Tampa Subscriber Winback Market,2026-06-03,474,370,588,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
360,35,Northeast Streaming Corridor,2026-06-04,493,384,611,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
