VENDOR_SK,SOURCE_SYSTEM,SOURCE_VENDOR_ID,VENDOR_NAME,REGION,RATING,ONBOARDING_DATE,INSERT_DT,UPDATE_DT
705,Oracle Fusion,705,Vendor 705,NA,2.9,2021-08-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
706,Oracle Fusion,706,Vendor 706,NA,4.1,2022-05-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
707,Oracle Fusion,707,Vendor 707,APAC,4.9,2022-11-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
708,Oracle Fusion,708,Vendor 708,NA,3.1,2022-07-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
709,Oracle Fusion,709,Vendor 709,EMEA,4.3,2025-12-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
710,Oracle Fusion,710,Vendor 710,NA,3.1,2025-12-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
711,Oracle Fusion,711,Vendor 711,EMEA,2.9,2024-09-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
712,Oracle Fusion,712,Vendor 712,APAC,3.1,2021-05-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
713,Oracle Fusion,713,Vendor 713,NA,3.4,2025-06-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
714,Oracle Fusion,714,Vendor 714,NA,3.3,2025-06-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
715,Oracle Fusion,715,Vendor 715,NA,3.9,2023-08-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
716,Oracle Fusion,716,Vendor 716,EMEA,3.1,2023-04-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
717,Oracle Fusion,717,Vendor 717,APAC,4.9,2025-05-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
718,Oracle Fusion,718,Vendor 718,LATAM,4.3,2021-06-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
719,Oracle Fusion,719,Vendor 719,APAC,2.9,2023-04-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
720,Oracle Fusion,720,Vendor 720,NA,3.2,2021-06-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
721,Oracle Fusion,721,Vendor 721,EMEA,3.8,2024-08-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
722,Oracle Fusion,722,Vendor 722,EMEA,3.5,2023-11-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
723,Oracle Fusion,723,Vendor 723,EMEA,4.8,2024-03-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
724,Oracle Fusion,724,Vendor 724,NA,3,2021-05-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
725,Oracle Fusion,725,Vendor 725,APAC,4.4,2022-09-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
726,Oracle Fusion,726,Vendor 726,NA,2.9,2022-03-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
727,Oracle Fusion,727,Vendor 727,APAC,4.3,2021-11-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
728,Oracle Fusion,728,Vendor 728,NA,4.8,2023-01-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
729,Oracle Fusion,729,Vendor 729,NA,3.9,2025-02-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
730,Oracle Fusion,730,Vendor 730,APAC,3.8,2021-12-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
731,Oracle Fusion,731,Vendor 731,APAC,4.6,2023-01-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
732,Oracle Fusion,732,Vendor 732,APAC,4.8,2021-03-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
733,Oracle Fusion,733,Vendor 733,APAC,3.8,2025-04-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
734,Oracle Fusion,734,Vendor 734,APAC,3.7,2023-09-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
735,Oracle Fusion,735,Vendor 735,APAC,3,2023-05-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
736,Oracle Fusion,736,Vendor 736,APAC,4.9,2024-11-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
737,Oracle Fusion,737,Vendor 737,EMEA,3.6,2023-12-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
738,Oracle Fusion,738,Vendor 738,NA,4.4,2024-08-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
739,Oracle Fusion,739,Vendor 739,LATAM,3,2025-06-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
740,Oracle Fusion,740,Vendor 740,NA,3.3,2025-04-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
741,Oracle Fusion,741,Vendor 741,EMEA,3.9,2022-03-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
742,Oracle Fusion,742,Vendor 742,NA,3.3,2025-03-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
743,Oracle Fusion,743,Vendor 743,NA,4.5,2022-07-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
744,Oracle Fusion,744,Vendor 744,APAC,3.2,2025-04-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
745,Oracle Fusion,745,Vendor 745,NA,3.3,2025-12-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
746,Oracle Fusion,746,Vendor 746,LATAM,4.9,2022-08-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
747,Oracle Fusion,747,Vendor 747,EMEA,4.1,2023-08-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
748,Oracle Fusion,748,Vendor 748,NA,5,2023-09-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
749,Oracle Fusion,749,Vendor 749,NA,3.2,2025-09-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
750,Oracle Fusion,750,Vendor 750,EMEA,4.1,2024-08-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
751,Oracle Fusion,751,Vendor 751,NA,3.3,2023-06-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
752,Oracle Fusion,752,Vendor 752,LATAM,3.6,2022-01-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
753,Oracle Fusion,753,Vendor 753,EMEA,3.9,2021-04-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
754,Oracle Fusion,754,Vendor 754,NA,3.6,2023-05-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
755,Oracle Fusion,755,Vendor 755,APAC,3.3,2021-03-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
756,Oracle Fusion,756,Vendor 756,APAC,4.7,2024-04-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
757,Oracle Fusion,757,Vendor 757,NA,3.3,2023-11-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
758,Oracle Fusion,758,Vendor 758,APAC,3.3,2025-03-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
759,Oracle Fusion,759,Vendor 759,EMEA,3.6,2021-04-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
760,Oracle Fusion,760,Vendor 760,EMEA,4.8,2022-07-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
761,Oracle Fusion,761,Vendor 761,APAC,3.1,2021-08-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
762,Oracle Fusion,762,Vendor 762,NA,3.6,2022-03-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
763,Oracle Fusion,763,Vendor 763,NA,3.2,2023-07-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
764,Oracle Fusion,764,Vendor 764,NA,3.6,2024-10-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
765,Oracle Fusion,765,Vendor 765,NA,4.7,2025-09-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
766,Oracle Fusion,766,Vendor 766,APAC,3.2,2024-02-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
767,Oracle Fusion,767,Vendor 767,EMEA,4,2023-03-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
768,Oracle Fusion,768,Vendor 768,NA,4.7,2023-01-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
769,Oracle Fusion,769,Vendor 769,NA,3,2023-10-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
770,Oracle Fusion,770,Vendor 770,EMEA,3.6,2024-09-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
771,Oracle Fusion,771,Vendor 771,APAC,4.1,2024-12-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
772,Oracle Fusion,772,Vendor 772,EMEA,3.3,2024-04-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
773,Oracle Fusion,773,Vendor 773,EMEA,2.8,2021-11-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
774,Oracle Fusion,774,Vendor 774,APAC,2.8,2022-04-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
775,Oracle Fusion,775,Vendor 775,EMEA,4.1,2025-11-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
776,Oracle Fusion,776,Vendor 776,NA,3.6,2024-02-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
777,Oracle Fusion,777,Vendor 777,EMEA,3.3,2023-01-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
778,Oracle Fusion,778,Vendor 778,APAC,3.1,2023-09-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
779,Oracle Fusion,779,Vendor 779,NA,3.4,2024-05-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
780,Oracle Fusion,780,Vendor 780,APAC,4.7,2023-03-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
781,Oracle Fusion,781,Vendor 781,EMEA,4.4,2022-08-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
782,Oracle Fusion,782,Vendor 782,NA,3.5,2025-12-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
783,Oracle Fusion,783,Vendor 783,NA,4.9,2023-07-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
784,Oracle Fusion,784,Vendor 784,NA,4.2,2022-10-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
785,Oracle Fusion,785,Vendor 785,EMEA,4.4,2024-10-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
786,Oracle Fusion,786,Vendor 786,NA,4.5,2025-01-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
787,Oracle Fusion,787,Vendor 787,EMEA,4.8,2022-06-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
788,Oracle Fusion,788,Vendor 788,EMEA,2.9,2025-12-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
789,Oracle Fusion,789,Vendor 789,NA,4.3,2025-02-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
790,Oracle Fusion,790,Vendor 790,NA,4.4,2021-10-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
791,Oracle Fusion,791,Vendor 791,NA,4.1,2021-01-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
792,Oracle Fusion,792,Vendor 792,LATAM,2.9,2024-10-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
793,Oracle Fusion,793,Vendor 793,NA,3.7,2023-11-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
794,Oracle Fusion,794,Vendor 794,NA,4.6,2021-08-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
795,Oracle Fusion,795,Vendor 795,APAC,4,2021-11-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
796,Oracle Fusion,796,Vendor 796,NA,3.9,2022-10-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
797,Oracle Fusion,797,Vendor 797,APAC,3.4,2022-10-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
798,Oracle Fusion,798,Vendor 798,NA,4.5,2022-08-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
799,Oracle Fusion,799,Vendor 799,APAC,4.6,2023-09-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
800,Oracle Fusion,800,Vendor 800,EMEA,4.3,2021-07-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
801,Oracle Fusion,801,Vendor 801,APAC,4.8,2021-06-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
802,Oracle Fusion,802,Vendor 802,APAC,4.9,2025-11-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
803,Oracle Fusion,803,Vendor 803,EMEA,3.7,2023-06-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
804,Oracle Fusion,804,Vendor 804,LATAM,4.7,2025-11-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
805,Oracle Fusion,805,Vendor 805,APAC,4.4,2023-01-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
806,Oracle Fusion,806,Vendor 806,NA,3.9,2021-05-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
807,Oracle Fusion,807,Vendor 807,NA,4.2,2021-03-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
808,Oracle Fusion,808,Vendor 808,NA,3.6,2023-05-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
809,Oracle Fusion,809,Vendor 809,LATAM,3.4,2021-07-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
810,Oracle Fusion,810,Vendor 810,NA,3.4,2022-03-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
811,Oracle Fusion,811,Vendor 811,NA,4.7,2023-09-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
812,Oracle Fusion,812,Vendor 812,NA,3.9,2021-08-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
813,Oracle Fusion,813,Vendor 813,EMEA,3.3,2024-04-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
814,Oracle Fusion,814,Vendor 814,NA,3,2024-08-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
815,Oracle Fusion,815,Vendor 815,EMEA,3,2023-11-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
816,Oracle Fusion,816,Vendor 816,NA,3.8,2021-07-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
817,Oracle Fusion,817,Vendor 817,NA,4.6,2025-08-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
818,Oracle Fusion,818,Vendor 818,NA,3.3,2022-06-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
819,Oracle Fusion,819,Vendor 819,EMEA,3.7,2023-11-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
820,Oracle Fusion,820,Vendor 820,NA,4.7,2025-05-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
821,Oracle Fusion,821,Vendor 821,EMEA,3.1,2022-08-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
822,Oracle Fusion,822,Vendor 822,NA,4.8,2023-04-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
823,Oracle Fusion,823,Vendor 823,APAC,4,2022-08-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
824,Oracle Fusion,824,Vendor 824,NA,2.9,2023-03-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
825,Oracle Fusion,825,Vendor 825,NA,3.4,2021-10-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
826,Oracle Fusion,826,Vendor 826,APAC,4.4,2022-09-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
827,Oracle Fusion,827,Vendor 827,EMEA,3.5,2025-06-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
828,Oracle Fusion,828,Vendor 828,EMEA,4.3,2022-06-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
829,Oracle Fusion,829,Vendor 829,NA,4.7,2023-06-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
830,Oracle Fusion,830,Vendor 830,EMEA,3.1,2022-08-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
831,Oracle Fusion,831,Vendor 831,APAC,3.9,2025-10-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
832,Oracle Fusion,832,Vendor 832,APAC,2.9,2023-12-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
833,Oracle Fusion,833,Vendor 833,LATAM,3.7,2025-10-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
834,Oracle Fusion,834,Vendor 834,NA,3.9,2025-01-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
835,Oracle Fusion,835,Vendor 835,NA,3.6,2024-03-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
836,Oracle Fusion,836,Vendor 836,NA,4.4,2025-08-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
837,Oracle Fusion,837,Vendor 837,LATAM,4.6,2021-08-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
838,Oracle Fusion,838,Vendor 838,NA,4.9,2021-12-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
839,Oracle Fusion,839,Vendor 839,EMEA,3.2,2025-12-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
840,Oracle Fusion,840,Vendor 840,EMEA,2.8,2023-01-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
841,Oracle Fusion,841,Vendor 841,APAC,3.9,2022-09-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
842,Oracle Fusion,842,Vendor 842,LATAM,3.2,2022-09-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
843,Oracle Fusion,843,Vendor 843,EMEA,4.9,2021-12-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
844,Oracle Fusion,844,Vendor 844,NA,4.6,2024-03-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
845,Oracle Fusion,845,Vendor 845,APAC,2.9,2022-05-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
846,Oracle Fusion,846,Vendor 846,LATAM,3.6,2025-09-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
847,Oracle Fusion,847,Vendor 847,NA,3.2,2024-10-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
848,Oracle Fusion,848,Vendor 848,EMEA,4.1,2023-02-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
849,Oracle Fusion,849,Vendor 849,EMEA,4.9,2021-12-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
850,Oracle Fusion,850,Vendor 850,APAC,4.5,2022-03-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
851,Oracle Fusion,851,Vendor 851,NA,3.7,2021-03-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
852,Oracle Fusion,852,Vendor 852,NA,4.7,2025-04-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
853,Oracle Fusion,853,Vendor 853,EMEA,3.6,2024-12-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
854,Oracle Fusion,854,Vendor 854,NA,4.2,2022-03-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
855,Oracle Fusion,855,Vendor 855,EMEA,5,2022-06-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
856,Oracle Fusion,856,Vendor 856,EMEA,2.9,2023-09-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
857,Oracle Fusion,857,Vendor 857,NA,3.6,2022-07-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
858,Oracle Fusion,858,Vendor 858,NA,4.1,2021-10-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
859,Oracle Fusion,859,Vendor 859,EMEA,4.8,2021-06-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
860,Oracle Fusion,860,Vendor 860,EMEA,4.2,2024-04-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
861,Oracle Fusion,861,Vendor 861,EMEA,3.8,2025-06-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
862,Oracle Fusion,862,Vendor 862,EMEA,3.4,2023-01-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
863,Oracle Fusion,863,Vendor 863,LATAM,3.8,2025-07-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
864,Oracle Fusion,864,Vendor 864,NA,4,2024-04-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
865,Oracle Fusion,865,Vendor 865,NA,3.3,2021-07-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
866,Oracle Fusion,866,Vendor 866,EMEA,3.9,2025-11-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
867,Oracle Fusion,867,Vendor 867,NA,4.4,2022-06-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
868,Oracle Fusion,868,Vendor 868,APAC,3.8,2023-10-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
869,Oracle Fusion,869,Vendor 869,APAC,3.2,2025-01-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
870,Oracle Fusion,870,Vendor 870,NA,4.4,2025-09-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
871,Oracle Fusion,871,Vendor 871,NA,4.9,2023-08-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
872,Oracle Fusion,872,Vendor 872,NA,2.8,2023-01-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
873,Oracle Fusion,873,Vendor 873,NA,3.7,2023-01-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
874,Oracle Fusion,874,Vendor 874,APAC,5,2021-03-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
875,Oracle Fusion,875,Vendor 875,APAC,4.9,2025-09-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
876,Oracle Fusion,876,Vendor 876,NA,3.8,2023-03-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
877,Oracle Fusion,877,Vendor 877,EMEA,3.2,2025-12-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
878,Oracle Fusion,878,Vendor 878,EMEA,3.1,2024-04-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
879,Oracle Fusion,879,Vendor 879,NA,4.1,2025-11-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
880,Oracle Fusion,880,Vendor 880,EMEA,3.4,2023-09-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
